chembl_id,molregno,tid,accession,pref_name,target_chembl_id,min_standard_value,standard_units,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL42,2261,104994,P14416,Dopamine D2 receptor and serotonin 2a receptor,CHEMBL2111468,6.45654229E7,nM,CHEMBL42,P14416,"ot_genetics_portal,chembl",false,true
CHEMBL421,1223,10732,P31939,AICAR transformylase,CHEMBL2518,22000.0,nM,CHEMBL421,P31939,cancer_gene_census,false,false
CHEMBL424899,363072,10781,Q96GD4,Serine/threonine-protein kinase Aurora-B,CHEMBL2185,1.0,nM,CHEMBL424899,Q96GD4,chemicalProbes,false,false
CHEMBL4251185,2315756,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,53.0,nM,CHEMBL4251185,P42345,chemicalProbes,false,false
CHEMBL428690,14366,104720,P22612,cAMP-dependent protein kinase (PKA),CHEMBL2094138,960000.0,nM,CHEMBL428690,P22612,chembl,false,true
CHEMBL4288614,2328062,100304,P10415,Apoptosis regulator Bcl-2,CHEMBL4860,5.0,nM,CHEMBL4288614,P10415,chemicalProbes,false,false
CHEMBL4297447,2335418,115,P30556,Type-1 angiotensin II receptor,CHEMBL227,58.1,%,CHEMBL4297447,P30556,chembl,false,true
CHEMBL4297447,2335418,115,P30556,Type-1 angiotensin II receptor,CHEMBL227,17.0,nM,CHEMBL4297447,P30556,chembl,false,true
CHEMBL44426,65573,174,Q92731,Estrogen receptor beta,CHEMBL242,40.0,nM,CHEMBL44426,Q92731,chembl,false,true
CHEMBL4445670,2352679,100949,Q13164,Mitogen-activated protein kinase 7,CHEMBL5332,35.0,nM,CHEMBL4445670,Q13164,chemicalProbes,true,false
CHEMBL445813,511261,100914,Q07002,Serine/threonine-protein kinase PCTAIRE-3,CHEMBL5316,14.0,nM,CHEMBL445813,Q07002,chembl,false,true
CHEMBL456,2654,104087,O60656,UDP-glucuronosyltransferase 1-9,CHEMBL1743319,0.0,pm/min/mg,CHEMBL456,O60656,ot_genetics_portal,false,false
CHEMBL4570969,2441400,100875,Q92831,Histone acetyltransferase PCAF,CHEMBL5500,36.0,nM,CHEMBL4570969,Q92831,chemicalProbes,true,false
CHEMBL4570969,2441400,100875,Q92831,Histone acetyltransferase PCAF,CHEMBL5500,5.77,C,CHEMBL4570969,Q92831,chemicalProbes,true,false
CHEMBL45816,72035,105639,Q9UI33,Sodium channel alpha subunit,CHEMBL2331043,980.0,nM,CHEMBL45816,Q9UI33,chembl,false,true
CHEMBL46,3183,104288,P32297,Neuronal acetylcholine receptor; alpha3/beta4,CHEMBL1907594,27000.0,nM,CHEMBL46,P32297,"ot_genetics_portal,chembl",false,true
CHEMBL471466,519420,12697,Q13547,Histone deacetylase 1,CHEMBL325,10.0,nM,CHEMBL471466,Q13547,chemicalProbes,false,false
CHEMBL4745471,2492829,30029,Q8N5S9,CaM-kinase kinase alpha,CHEMBL5256,12.0,%,CHEMBL4745471,Q8N5S9,chemicalProbes,true,false
CHEMBL491473,456867,100948,Q12866,Proto-oncogene tyrosine-protein kinase MER,CHEMBL5331,2600.0,nM,CHEMBL491473,Q12866,"impc,ot_genetics_portal,chembl",false,true
CHEMBL494089,469313,10903,Q15139,Protein kinase C mu,CHEMBL3863,3500.0,nM,CHEMBL494089,Q15139,"impc,chembl,cancer_gene_census",false,true
CHEMBL49429,73070,112,P30518,Vasopressin V2 receptor,CHEMBL1790,1.0,nM,CHEMBL49429,P30518,chembl,false,true
CHEMBL522892,494834,100914,Q07002,Serine/threonine-protein kinase PCTAIRE-3,CHEMBL5316,8400.0,nM,CHEMBL522892,Q07002,chembl,false,true
CHEMBL53,3854,10656,P05067,Beta amyloid A4 protein,CHEMBL2487,6.4,min,CHEMBL53,P05067,impc,false,false
CHEMBL53,3854,10656,P05067,Beta amyloid A4 protein,CHEMBL2487,6.0,hr,CHEMBL53,P05067,impc,false,false
CHEMBL592,19572,104706,Q12879,Glutamate [NMDA] receptor,CHEMBL2094124,2500.0,nM,CHEMBL592,Q12879,chembl,false,true
CHEMBL600366,602889,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,0.16,nM,CHEMBL600366,P42345,chemicalProbes,false,false
CHEMBL608533,608601,12724,P51812,Ribosomal protein S6 kinase alpha 3,CHEMBL2345,0.0,%,CHEMBL608533,P51812,"impc,intogen,chembl",false,true
CHEMBL608533,608601,12724,P51812,Ribosomal protein S6 kinase alpha 3,CHEMBL2345,740.0,nM,CHEMBL608533,P51812,"impc,intogen,chembl",false,true
CHEMBL608533,608601,30027,Q15375,Ephrin type-A receptor 7,CHEMBL4602,70.0,%,CHEMBL608533,Q15375,"intogen,chembl,cancer_gene_census",false,true
CHEMBL608533,608601,103154,Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2,CHEMBL1075104,180.0,nM,CHEMBL608533,Q5S007,ot_genetics_portal,false,false
CHEMBL629,27072,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,8.599,nM,CHEMBL629,P18825,chembl,false,true
CHEMBL646,27419,104704,P31644,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,1.54,nM,CHEMBL646,P31644,chembl,false,true
CHEMBL646,27419,11440,P31644,GABA receptor alpha-5 subunit,CHEMBL5112,4.0,nM,CHEMBL646,P31644,chembl,false,true
CHEMBL657,27629,214,P08173,Muscarinic acetylcholine receptor M4,CHEMBL1821,52.0,nM,CHEMBL657,P08173,"impc,ot_genetics_portal,chembl",false,true
CHEMBL657,27629,215,P08912,Muscarinic acetylcholine receptor M5,CHEMBL2035,116.0,nM,CHEMBL657,P08912,impc,false,false
CHEMBL672,28331,101311,Q92887,Canalicular multispecific organic anion transporter 1,CHEMBL5748,46.0,%,CHEMBL672,Q92887,"uniprot_literature,impc,eva,orphanet,uniprot_variants",false,false
CHEMBL76,6579,104998,Q9NR96,Toll-like receptor (TLR7/TLR9),CHEMBL2111471,4.3,%,CHEMBL76,Q9NR96,"ot_genetics_portal,chembl",false,true
CHEMBL841,62259,165,Q12809,HERG,CHEMBL240,33.0,nM,CHEMBL841,Q12809,chembl,false,true
CHEMBL841,62259,165,Q12809,HERG,CHEMBL240,20.0,%,CHEMBL841,Q12809,chembl,false,true
CHEMBL898,77652,15,P00918,Carbonic anhydrase II,CHEMBL205,2700.0,nM,CHEMBL898,P00918,chembl,false,true
CHEMBL91,8917,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,1642.0,nM,CHEMBL91,P18089,"impc,chembl",false,true
CHEMBL92401,150743,104,P27338,Monoamine oxidase B,CHEMBL2039,7.54,nM,CHEMBL92401,P27338,chembl,false,true
CHEMBL926,84505,101283,O15245,Solute carrier family 22 member 1,CHEMBL5685,4170.0,nM,CHEMBL926,O15245,ot_genetics_portal,false,false
CHEMBL1006,112480,130,P35462,Dopamine D3 receptor,CHEMBL234,655.0,nM,CHEMBL1006,P35462,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1017,116949,100974,Q9UNQ0,ATP-binding cassette sub-family G member 2,CHEMBL5393,16900.0,nM,CHEMBL1017,Q9UNQ0,impc,false,false
CHEMBL1068,139014,10410,Q99571,P2X purinoceptor 4,CHEMBL2104,10.0,%,CHEMBL1068,Q99571,ot_genetics_portal,false,false
CHEMBL1070,139210,100,P23975,Norepinephrine transporter,CHEMBL222,1853.0,nM,CHEMBL1070,P23975,chembl,false,true
CHEMBL1108,152751,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,256.0,nM,CHEMBL1108,P18825,chembl,false,true
CHEMBL112570,182921,104837,P35498,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,3.3,%,CHEMBL112570,P35498,"impc,eva,chembl",false,true
CHEMBL112797,185141,104988,Q9UBS5,GABA-B receptor,CHEMBL2111463,38000.0,nM,CHEMBL112797,Q9UBS5,chembl,false,true
CHEMBL1162,187962,25,P04150,Glucocorticoid receptor,CHEMBL2034,197.0,nM,CHEMBL1162,P04150,"impc,chembl",false,true
CHEMBL1175,192908,12911,P11712,Cytochrome P450 2C9,CHEMBL3397,29000.0,nM,CHEMBL1175,P11712,ot_genetics_portal,false,false
CHEMBL1200402,674353,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,117.17,%,CHEMBL1200402,Q9NPD5,impc,false,false
CHEMBL1236904,699254,12670,P36888,Tyrosine-protein kinase receptor FLT3,CHEMBL1974,1.2,nM,CHEMBL1236904,P36888,chemicalProbes,false,false
CHEMBL1241348,700566,11089,P49662,Caspase-4,CHEMBL2226,33.0,%,CHEMBL1241348,P49662,chembl,false,true
CHEMBL1255582,705400,52,P08913,Alpha-2a adrenergic receptor,CHEMBL1867,7.244,nM,CHEMBL1255582,P08913,chembl,false,true
CHEMBL12713,10813,104743,P18089,Adrenergic receptor alpha-2,CHEMBL2095158,1680.0,nM,CHEMBL12713,P18089,chembl,false,true
CHEMBL1289494,715901,102420,P34947,G protein-coupled receptor kinase 5,CHEMBL5678,104.0,%,CHEMBL1289494,P34947,impc,false,false
CHEMBL1294,255477,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,6900.0,nM,CHEMBL1294,Q14524,"impc,eva,orphanet,ot_genetics_portal,clingen,chembl,uniprot_variants",false,true
CHEMBL1336,276734,103106,Q8NE63,Homeodomain-interacting protein kinase 4,CHEMBL1075167,2.7,nM,CHEMBL1336,Q8NE63,impc,false,false
CHEMBL135,27626,12643,P04278,Testis-specific androgen-binding protein,CHEMBL3305,5.0,10'8/M,CHEMBL135,P04278,ot_genetics_portal,false,false
CHEMBL135,27626,12643,P04278,Testis-specific androgen-binding protein,CHEMBL3305,1.479,nM,CHEMBL135,P04278,ot_genetics_portal,false,false
CHEMBL1411979,835863,127,P35367,Histamine H1 receptor,CHEMBL231,1.802,nM,CHEMBL1411979,P35367,chembl,false,true
CHEMBL14762,14221,100969,Q9UKI8,Serine/threonine-protein kinase tousled-like 1,CHEMBL5388,-1.68,C,CHEMBL14762,Q9UKI8,impc,false,false
CHEMBL1496,418845,10605,O43924,Phosphodiesterase 6D,CHEMBL3860,1250.0,nM,CHEMBL1496,O43924,"impc,chembl",false,true
CHEMBL1536,430124,117701,P61604,HSP60/HSP10,CHEMBL4106131,45000.0,nM,CHEMBL1536,P61604,ot_genetics_portal,false,false
CHEMBL161,83724,101213,P14920,D-amino-acid oxidase,CHEMBL5485,10000.0,nM,CHEMBL161,P14920,"uniprot_literature,eva,orphanet,clingen",false,false
CHEMBL163,88100,134,P37288,Vasopressin V1a receptor,CHEMBL1889,4981.0,nM,CHEMBL163,P37288,"impc,chembl",false,true
CHEMBL165,103658,19,P03372,Estrogen receptor alpha,CHEMBL206,0.0,%,CHEMBL165,P03372,"impc,eva,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL165,103658,19,P03372,Estrogen receptor alpha,CHEMBL206,785.0,nM,CHEMBL165,P03372,"impc,eva,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL165790,273921,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,84.86,%,CHEMBL165790,Q9NPD5,ot_genetics_portal,false,false
CHEMBL17157,19569,130,P35462,Dopamine D3 receptor,CHEMBL234,511.0,nM,CHEMBL17157,P35462,chembl,false,true
CHEMBL1721885,1102616,11842,P07948,Tyrosine-protein kinase Lyn,CHEMBL3905,810.0,nM,CHEMBL1721885,P07948,"impc,intogen,chembl,cancer_gene_census",false,true
CHEMBL1721885,1102616,11720,P48729,Casein kinase I alpha,CHEMBL2793,400.0,nM,CHEMBL1721885,P48729,ot_genetics_portal,false,false
CHEMBL1741,570147,104688,Q8N1C3,GABA-A receptor; anion channel,CHEMBL2093872,18.0,%,CHEMBL1741,Q8N1C3,"ot_genetics_portal,chembl",false,true
CHEMBL1779710,1148185,11140,P27487,Dipeptidyl peptidase IV,CHEMBL284,0.9,nM,CHEMBL1779710,P27487,"impc,chembl",false,true
CHEMBL1807787,1165475,12670,P36888,Tyrosine-protein kinase receptor FLT3,CHEMBL1974,71.0,nM,CHEMBL1807787,P36888,chemicalProbes,false,false
CHEMBL182066,306619,104706,Q13224,Glutamate [NMDA] receptor,CHEMBL2094124,6.0,nM,CHEMBL182066,Q13224,"eva,orphanet,chembl",false,true
CHEMBL182066,306619,104297,Q13224,Glutamate NMDA receptor; GRIN1/GRIN2B,CHEMBL1907603,4.0,nM,CHEMBL182066,Q13224,"eva,orphanet,chembl",false,true
CHEMBL183919,302973,10329,P43115,Prostanoid EP3 receptor,CHEMBL3710,3.0,nM,CHEMBL183919,P43115,chemicalProbes,false,false
CHEMBL1852688,1193367,120842,O75955,Flotillin-1,CHEMBL5209841,6.7,C,CHEMBL1852688,O75955,"impc,ot_genetics_portal",false,false
CHEMBL189568,316752,10692,P50052,Angiotensin II type 2 (AT-2) receptor,CHEMBL4607,0.4,nM,CHEMBL189568,P50052,chemicalProbes,true,false
CHEMBL190461,318390,259,P34972,Cannabinoid CB2 receptor,CHEMBL253,5.3,%,CHEMBL190461,P34972,"impc,chembl",false,true
CHEMBL190461,318390,259,P34972,Cannabinoid CB2 receptor,CHEMBL253,3.46,nM,CHEMBL190461,P34972,"impc,chembl",false,true
CHEMBL1908360,1248731,104069,O15439,Multidrug resistance-associated protein 4,CHEMBL1743128,95000.0,nM,CHEMBL1908360,O15439,"impc,intogen",false,false
CHEMBL191,408842,104679,P27815,Phosphodiesterase 4,CHEMBL2093863,26000.0,nM,CHEMBL191,P27815,chembl,false,true
CHEMBL192,410802,104874,O43924,Phosphodiesterase 6,CHEMBL2097163,0.5,nM,CHEMBL192,O43924,"impc,chembl",false,true
CHEMBL1949838,1278809,11,P00734,Thrombin,CHEMBL204,18.0,nM,CHEMBL1949838,P00734,chemicalProbes,false,false
CHEMBL1952329,1281325,30043,Q9P1W9,Serine/threonine-protein kinase PIM2,CHEMBL4523,362.0,nM,CHEMBL1952329,Q9P1W9,chembl,false,true
CHEMBL1963249,1284960,11536,Q92847,Ghrelin receptor,CHEMBL4616,1.0,nM,CHEMBL1963249,Q92847,"impc,chembl",false,true
CHEMBL1963249,1284960,11536,Q92847,Ghrelin receptor,CHEMBL4616,96.0,%,CHEMBL1963249,Q92847,"impc,chembl",false,true
CHEMBL1983350,1304641,104757,P14867,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,310.5,%,CHEMBL1983350,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL1983350,1304641,104757,P14867,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,46000.0,nM,CHEMBL1983350,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL198701,333475,10434,P12931,Tyrosine-protein kinase SRC,CHEMBL267,10.0,nM,CHEMBL198701,P12931,chemicalProbes,false,false
CHEMBL212382,355557,10188,Q16539,MAP kinase p38 alpha,CHEMBL260,1.1,nM,CHEMBL212382,Q16539,chemicalProbes,false,false
CHEMBL22,1216,102394,O95342,Bile salt export pump,CHEMBL6020,833100.0,nM,CHEMBL22,O95342,impc,false,false
CHEMBL220492,366279,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,93.31,%,CHEMBL220492,Q9Y6L6,impc,false,false
CHEMBL223360,371147,104793,P22455,Fibroblast growth factor receptor,CHEMBL2095217,12500.0,nM,CHEMBL223360,P22455,"intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL225304,375161,11573,P29474,"Nitric-oxide synthase, endothelial",CHEMBL4803,72000.0,nM,CHEMBL225304,P29474,chembl,false,true
CHEMBL248187,414559,133,P37231,Peroxisome proliferator-activated receptor gamma,CHEMBL235,2.0,nM,CHEMBL248187,P37231,chemicalProbes,false,false
CHEMBL258940,430493,10839,P11309,Serine/threonine-protein kinase PIM1,CHEMBL2147,5.2,degrees C,CHEMBL258940,P11309,"impc,intogen,chembl,cancer_gene_census",false,true
CHEMBL259084,428508,30046,Q9UF33,Ephrin type-A receptor 6,CHEMBL4526,580.0,nM,CHEMBL259084,Q9UF33,chembl,false,true
CHEMBL267936,880,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,0.78,uM,CHEMBL267936,P17787,chembl,false,true
CHEMBL267936,880,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,91.8,%,CHEMBL267936,P17787,chembl,false,true
CHEMBL267936,880,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,600.0,nM,CHEMBL267936,P17787,chembl,false,true
CHEMBL267936,880,104895,P17787,Neuronal acetylcholine receptor; alpha3/beta2,CHEMBL2109234,280.0,nM,CHEMBL267936,P17787,chembl,false,true
CHEMBL27,1370,11727,P34913,Epoxide hydratase,CHEMBL2409,56.3,degrees C,CHEMBL27,P34913,"ot_genetics_portal,chembl",false,true
CHEMBL270515,441255,11,P00734,Thrombin,CHEMBL204,12.0,%,CHEMBL270515,P00734,chembl,false,true
CHEMBL274405,3425,12425,P35228,"Nitric oxide synthase, inducible",CHEMBL4481,89.0,nM,CHEMBL274405,P35228,chemicalProbes,false,false
CHEMBL284616,46995,104681,O15379,Histone deacetylase,CHEMBL2093865,40.0,%,CHEMBL284616,O15379,"impc,chembl",false,true
CHEMBL284616,46995,104681,O15379,Histone deacetylase,CHEMBL2093865,135.0,nM,CHEMBL284616,O15379,"impc,chembl",false,true
CHEMBL288441,62111,100852,Q9H2X6,Homeodomain-interacting protein kinase 2,CHEMBL4576,1900.0,nM,CHEMBL288441,Q9H2X6,impc,false,false
CHEMBL30008,38764,52,P08913,Alpha-2a adrenergic receptor,CHEMBL1867,218.0,nM,CHEMBL30008,P08913,chembl,false,true
CHEMBL300138,83217,101309,Q92772,Cyclin-dependent kinase-like 2,CHEMBL5728,3400.0,nM,CHEMBL300138,Q92772,ot_genetics_portal,false,false
CHEMBL3109945,1615150,30011,P33981,Dual specificity protein kinase TTK,CHEMBL3983,3.0,nM,CHEMBL3109945,P33981,chemicalProbes,true,false
CHEMBL3183409,1672700,104688,Q8N1C3,GABA-A receptor; anion channel,CHEMBL2093872,3000.0,nM,CHEMBL3183409,Q8N1C3,"ot_genetics_portal,chembl",false,true
CHEMBL3187365,1676656,107,P28223,Serotonin 2a (5-HT2a) receptor,CHEMBL224,0.91,nM,CHEMBL3187365,P28223,chembl,false,true
CHEMBL325041,187372,11109,P08254,Matrix metalloproteinase 3,CHEMBL283,-1.0,%,CHEMBL325041,P08254,"impc,chembl",false,true
CHEMBL325041,187372,106197,P17980,26S proteasome,CHEMBL2364701,2.56,nM,CHEMBL325041,P17980,chembl,false,true
CHEMBL33,1795,104766,P0DPH7,Tubulin,CHEMBL2095182,11270.0,nM,CHEMBL33,P0DPH7,chembl,false,true
CHEMBL3301610,1763572,30024,Q13043,Serine/threonine-protein kinase MST1,CHEMBL4598,1.5,%,CHEMBL3301610,Q13043,impc,false,false
CHEMBL332906,198256,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,2.0,nM,CHEMBL332906,P00533,chemicalProbes,false,false
CHEMBL3353410,1817518,11629,P78368,Casein kinase I gamma 2,CHEMBL2543,5.0,%,CHEMBL3353410,P78368,impc,false,false
CHEMBL3353410,1817518,11409,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,CHEMBL3587,0.0,%,CHEMBL3353410,Q02750,"orphanet,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3357458,1821607,100417,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,0.7,nM,CHEMBL3357458,Q9UM73,chemicalProbes,false,false
CHEMBL35,2046,10656,P05067,Beta amyloid A4 protein,CHEMBL2487,8.56,%,CHEMBL35,P05067,"uniprot_literature,impc,eva,orphanet,ot_genetics_portal,chembl,uniprot_variants",false,true
CHEMBL3544911,1926760,105044,Q13131,AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,CHEMBL2111345,101.62,nM,CHEMBL3544911,Q13131,"impc,ot_genetics_portal,chembl",false,true
CHEMBL3545097,1926946,11939,P48736,PI3-kinase p110-gamma subunit,CHEMBL3267,3.7,nM,CHEMBL3545097,P48736,"impc,chembl,eva_somatic",false,true
CHEMBL3545360,1927209,10696,Q9Y243,Serine/threonine-protein kinase AKT3,CHEMBL4816,0.04,C,CHEMBL3545360,Q9Y243,"eva,intogen,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL3586573,1949793,11362,P42336,PI3-kinase p110-alpha subunit,CHEMBL4005,850.0,nM,CHEMBL3586573,P42336,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL365795,317367,104846,P25025,"Interleukin-8 receptors, CXCR1/CXCR2",CHEMBL2096909,7.0,%,CHEMBL365795,P25025,"impc,ot_genetics_portal",false,false
CHEMBL368347,288587,13000,P03956,Matrix metalloproteinase-1,CHEMBL332,50120.0,nM,CHEMBL368347,P03956,chembl,false,true
CHEMBL376815,346716,100624,P28074,Proteasome Macropain subunit MB1,CHEMBL4662,6.7,nM,CHEMBL376815,P28074,chemicalProbes,false,false
CHEMBL377300,343041,11507,O00748,Carboxylesterase 2,CHEMBL3180,79.3,%,CHEMBL377300,O00748,impc,false,false
CHEMBL377300,343041,30006,O94804,Serine/threonine-protein kinase 10,CHEMBL3981,220.0,nM,CHEMBL377300,O94804,"uniprot_literature,ot_genetics_portal,uniprot_variants",false,false
CHEMBL3823478,2092645,107970,Q9NPI1,Bromodomain-containing protein 7,CHEMBL3085622,0.3,nM,CHEMBL3823478,Q9NPI1,chemicalProbes,true,false
CHEMBL3823478,2092645,107970,Q9NPI1,Bromodomain-containing protein 7,CHEMBL3085622,9.7,degrees C,CHEMBL3823478,Q9NPI1,chemicalProbes,true,false
CHEMBL386465,365277,25,P04150,Glucocorticoid receptor,CHEMBL2034,10.0,nM,CHEMBL386465,P04150,chemicalProbes,false,false
CHEMBL39324,56747,104690,P49356,Protein farnesyltransferase,CHEMBL2094108,0.5,nM,CHEMBL39324,P49356,chemicalProbes,false,false
CHEMBL39324,56747,104690,P49356,Protein farnesyltransferase,CHEMBL2094108,31.0,%,CHEMBL39324,P49356,chemicalProbes,false,false
CHEMBL4074262,2214173,11451,P08581,Hepatocyte growth factor receptor,CHEMBL3717,0.48,nM,CHEMBL4074262,P08581,chemicalProbes,false,false
CHEMBL4078100,2218011,101310,Q92793,CREB-binding protein,CHEMBL5747,6309.57,nM,CHEMBL4078100,Q92793,"impc,intogen,chembl,cancer_gene_census",false,true
CHEMBL4101866,2241777,100468,Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL4361,1.4,nM,CHEMBL4101866,Q07820,chemicalProbes,false,false
CHEMBL4170168,2273199,10938,O60674,Tyrosine-protein kinase JAK2,CHEMBL2971,8.0,nM,CHEMBL4170168,O60674,chemicalProbes,false,false
CHEMBL4212424,2290575,10901,P41743,Protein kinase C iota,CHEMBL2598,2.7,nM,CHEMBL4212424,P41743,chemicalProbes,false,false
CHEMBL4226570,2299061,118379,O60885,von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 4,CHEMBL4296148,9.0,nM,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4226570,2299061,118371,O60885,von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 4,CHEMBL4296140,39.0,nM,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4226570,2299061,103454,O60885,Bromodomain-containing protein 4,CHEMBL1163125,26.0,nM,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4226570,2299061,118376,O60885,Cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4,CHEMBL4296145,0.008,uM,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4226570,2299061,118379,O60885,von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 4,CHEMBL4296148,68.0,%,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4226570,2299061,118371,O60885,von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 4,CHEMBL4296140,100.0,%,CHEMBL4226570,O60885,chemicalProbes,true,false
CHEMBL4297648,2335619,11177,O00329,PI3-kinase p110-delta subunit,CHEMBL3130,12.0,nM,CHEMBL4297648,O00329,chembl,false,true
CHEMBL44,2658,1,O43451,Maltase-glucoamylase,CHEMBL2074,2610.0,nM,CHEMBL44,O43451,chembl,false,true
CHEMBL4462530,2369539,12071,P06493,Cyclin-dependent kinase 1,CHEMBL308,370.0,nM,CHEMBL4462530,P06493,chembl,false,true
CHEMBL4462530,2369539,104296,P06493,Cyclin-dependent kinase 1/cyclin B1,CHEMBL1907602,117.0,nM,CHEMBL4462530,P06493,chembl,false,true
CHEMBL460702,455596,100079,P07949,Tyrosine-protein kinase receptor RET,CHEMBL2041,594.0,nM,CHEMBL460702,P07949,"uniprot_literature,impc,eva,orphanet,intogen,gene2phenotype,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL4785363,2521954,100874,Q09472,Histone acetyltransferase p300,CHEMBL3784,17.5,degrees C,CHEMBL4785363,Q09472,cancer_gene_census,false,false
CHEMBL491,6787,56,P10275,Androgen Receptor,CHEMBL1871,5.0,%,CHEMBL491,P10275,"impc,eva,intogen,ot_genetics_portal,chemicalProbes,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL491,6787,56,P10275,Androgen Receptor,CHEMBL1871,2.0,nM,CHEMBL491,P10275,"impc,eva,intogen,ot_genetics_portal,chemicalProbes,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL491473,456867,11046,P36507,Dual specificity mitogen-activated protein kinase kinase 2,CHEMBL2964,3100.0,nM,CHEMBL491473,P36507,"chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL498486,510955,3,O76074,Phosphodiesterase 5A,CHEMBL1827,74.0,nM,CHEMBL498486,O76074,chemicalProbes,false,false
CHEMBL50,3666,11540,P13569,Cystic fibrosis transmembrane conductance regulator,CHEMBL4051,25600.0,nM,CHEMBL50,P13569,"uniprot_literature,impc,eva,orphanet,ot_genetics_portal,chembl,uniprot_variants",false,true
CHEMBL513909,490644,8,P00519,Tyrosine-protein kinase ABL,CHEMBL1862,2000.0,nM,CHEMBL513909,P00519,"impc,eva,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL521851,470511,103106,Q8NE63,Homeodomain-interacting protein kinase 4,CHEMBL1075167,5000.0,nM,CHEMBL521851,Q8NE63,impc,false,false
CHEMBL526,11819,11291,O00519,Anandamide amidohydrolase,CHEMBL2243,52000.0,nM,CHEMBL526,O00519,"impc,chembl",false,true
CHEMBL554,14805,11752,P35916,Vascular endothelial growth factor receptor 3,CHEMBL1955,-17.0,%,CHEMBL554,P35916,"impc,intogen,ot_genetics_portal,chembl,uniprot_variants,cancer_gene_census",false,true
CHEMBL570015,578235,10599,Q07343,Phosphodiesterase 4B,CHEMBL275,0.007943,nM,CHEMBL570015,Q07343,"chemicalProbes,chembl",true,true
CHEMBL570015,578235,104679,Q07343,Phosphodiesterase 4,CHEMBL2093863,0.0032,nM,CHEMBL570015,Q07343,"chemicalProbes,chembl",true,true
CHEMBL58323,88739,10139,P07451,Carbonic anhydrase III,CHEMBL2885,374.0,nM,CHEMBL58323,P07451,"impc,chembl",false,true
CHEMBL584,17224,226,P13945,Beta-3 adrenergic receptor,CHEMBL246,25566.0,nM,CHEMBL584,P13945,chembl,false,true
CHEMBL593157,594992,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,0.34,nM,CHEMBL593157,P42345,chemicalProbes,false,false
