,drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,drugbank_id,uniprot_id,pharm_action_drugbank
741,CHEMBL157101,CHEMBL4521,"6.28, 6.51",6.51,6.28,Small molecule,4.0,True,CHEMBL1177229,A,Homo sapiens,Cytochrome P450 24A1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q07973,Enzyme,True,True,INHIBITOR,CHEMBL1780,False,ENSG00000019186,False,False,True,True,False,0.0,39,,,,"impc, ot_genetics_portal",,"EFO_0009516, MONDO_0005148, MONDO_0005301, EFO_0000540, EFO_0003047, EFO_0007510, MONDO_0001134, EFO_0004234, EFO_1001494, EFO_0000574, EFO_0005952, MONDO_0008315, EFO_1000764, MONDO_0002406, MONDO_0004975, EFO_0000341, EFO_0000756, EFO_1000948, EFO_0000519, EFO_0001663, EFO_0003932, EFO_0007174, EFO_0003882, MONDO_0007254, EFO_0000621, MONDO_0002146, EFO_0000616, MONDO_0004979, EFO_0007512, EFO_0007543, MONDO_0004992, EFO_0003917, EFO_0000095, EFO_0003894, EFO_0000673, EFO_0002614, EFO_0005539, MONDO_0100130, EFO_0006911",DB01026,,
742,CHEMBL1767164,CHEMBL229,7.40,7.4,7.4,Small molecule,2.0,False,CHEMBL2150563,F,Homo sapiens,Alpha-1a adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35348,GPCR,True,True,ANTAGONIST,"CHEMBL264, CHEMBL231",False,ENSG00000120907,False,True,False,True,False,2.0,2,,,,chembl,"ENSG00000196639, ENSG00000101180","EFO_0003956, EFO_0005854",DB12806,,
743,CHEMBL43048,CHEMBL222,6.40,6.4,6.4,Small molecule,3.0,False,CHEMBL2393682,B,Homo sapiens,Norepinephrine transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P23975,Transporter,True,True,,,False,ENSG00000103546,False,True,False,True,False,,9,,,,chembl,,"EFO_0003756, EFO_0001358, EFO_0001421, EFO_0005230, EFO_0004701, MONDO_0005351, EFO_0003890, MONDO_0007079, EFO_1001917",DB01454,P23975,Yes
744,CHEMBL557,CHEMBL1947,8.46,8.46,8.46,Small molecule,1.0,False,CHEMBL865335,F,Homo sapiens,Thyroid hormone receptor beta-1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10828,NR,True,True,,,False,ENSG00000151090,False,True,False,True,False,,1,,,,chembl,,EFO_0003144,,,
745,CHEMBL1200803,CHEMBL216,7.20,7.2,7.2,Small molecule,4.0,True,CHEMBL1781312,B,Homo sapiens,Muscarinic acetylcholine receptor M1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P11229,GPCR,True,True,ANTAGONIST,"CHEMBL211, CHEMBL245",False,ENSG00000168539,False,True,False,True,False,2.0,3,,,,chembl,"ENSG00000181072, ENSG00000133019","EFO_1000781, EFO_0000284, EFO_0006865",,,
746,CHEMBL370805,CHEMBL238,"6.30, 6.46, 6.89, 6.60, 5.97, 6.63",6.89,6.46,Small molecule,4.0,True,CHEMBL4011341,B,Homo sapiens,Dopamine transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q01959,Transporter,True,True,BLOCKER,CHEMBL2331043,False,ENSG00000142319,False,True,False,True,False,10.0,5,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0005800, EFO_0005611, MONDO_0005271, EFO_0002610, EFO_0002610",DB00907,Q01959,
747,CHEMBL370805,CHEMBL238,"6.30, 6.46, 6.89, 6.60, 5.97, 6.63",6.89,6.46,Small molecule,4.0,True,CHEMBL4011341,B,Homo sapiens,Dopamine transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q01959,Transporter,True,True,BLOCKER,CHEMBL2331043,False,ENSG00000142319,False,True,False,True,False,10.0,5,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0005800, EFO_0005611, MONDO_0005271, EFO_0002610, EFO_0002610",DB00907,Q01959,Yes
748,CHEMBL3039513,CHEMBL2971,"7.89, 7.89",7.89,7.89,Small molecule,2.0,False,CHEMBL3299201,B,Homo sapiens,Tyrosine-protein kinase JAK2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O60674,Kinase,True,True,INHIBITOR,CHEMBL2148,False,ENSG00000096968,False,True,True,True,False,1.0,1,,,,"impc, ot_genetics_portal, chembl",ENSG00000105639,EFO_0000685,DB12566,,
749,CHEMBL639,CHEMBL229,"7.30, 7.30",7.3,7.3,Small molecule,4.0,True,CHEMBL1769657,B,Homo sapiens,Alpha-1a adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35348,GPCR,True,True,ANTAGONIST,CHEMBL231,False,ENSG00000120907,False,True,False,True,False,1.0,13,,,,chembl,ENSG00000196639,"HP_0001742, EFO_0003956, MONDO_0005271, EFO_0005854, EFO_0005751, EFO_0005854, EFO_0009364, EFO_0003956, HP_0001742, EFO_1001417, EFO_1001417, EFO_0007533, EFO_0007141",DB00972,,
750,CHEMBL500,CHEMBL246,6.78,6.78,6.78,Small molecule,4.0,True,CHEMBL1833708,B,Homo sapiens,Beta-3 adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P13945,GPCR,True,True,PARTIAL AGONIST,"CHEMBL210, CHEMBL213",False,ENSG00000188778,False,True,False,True,False,2.0,3,,,,chembl,"ENSG00000169252, ENSG00000043591","EFO_0000319, EFO_0003761, MONDO_0002009",DB00960,P13945,
751,CHEMBL500,CHEMBL246,6.78,6.78,6.78,Small molecule,4.0,True,CHEMBL1833708,B,Homo sapiens,Beta-3 adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P13945,GPCR,True,True,PARTIAL AGONIST,"CHEMBL210, CHEMBL213",False,ENSG00000188778,False,True,False,True,False,2.0,3,,,,chembl,"ENSG00000169252, ENSG00000043591","EFO_0000319, EFO_0003761, MONDO_0002009",DB00960,P13945,Unknown
752,CHEMBL3786182,CHEMBL6136,7.62,7.62,7.62,Small molecule,1.0,False,CHEMBL4329420,B,Homo sapiens,Lysine-specific histone demethylase 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O60341,Epigenetic,True,True,,,False,ENSG00000004487,False,True,True,True,False,,3,,,,"impc, chembl",,"EFO_0000198, EFO_0000702, EFO_0000565",,,
753,CHEMBL284348,CHEMBL1293235,6.05,6.05,6.05,Small molecule,4.0,True,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,BLOCKER,CHEMBL2362996,False,ENSG00000160789,False,False,True,True,False,40.0,16,,,,"impc, cancer_gene_census","ENSG00000053918, ENSG00000171385, ENSG00000055118, ENSG00000177301, ENSG00000111262, ENSG00000075043, ENSG00000184156, ENSG00000104848, ENSG00000185760, ENSG00000117013, ENSG00000143473, ENSG00000182255, ENSG00000130037, ENSG00000177272, ENSG00000151079, ENSG00000129159, ENSG00000184408, ENSG00000182674, ENSG00000116396, ENSG00000131398, ENSG00000158445, ENSG00000143105, ENSG00000164794, ENSG00000140015, ENSG00000171126, ENSG00000168418, ENSG00000168263, ENSG00000124134, ENSG00000183960, ENSG00000166006, ENSG00000170745, ENSG00000173826, ENSG00000162975, ENSG00000184611, ENSG00000102057, ENSG00000026559, ENSG00000178342, ENSG00000135519, ENSG00000156486, ENSG00000089558","EFO_1000632, HP_0000083, HP_0002140, MONDO_0005301, EFO_0003918, EFO_0008522, EFO_0009602, EFO_0000712, EFO_0003782, EFO_0007292, EFO_0009490, Orphanet_83419, EFO_1001919, EFO_0007405, HP_0001257, EFO_0003929",DB06637,,
754,CHEMBL267936,CHEMBL1293256,5.00,5.0,5.0,Small molecule,4.0,True,CHEMBL1614086,F,Homo sapiens,Thrombopoietin,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P40225,None,True,True,NEGATIVE ALLOSTERIC MODULATOR,CHEMBL1907594,False,ENSG00000090534,False,False,True,True,False,2.0,10,,,,ot_genetics_portal,"ENSG00000117971, ENSG00000080644","MONDO_0002009, MONDO_0007079, EFO_0003758, EFO_0000537, MONDO_0002050, EFO_0003768, GO_0007568, EFO_0001365, EFO_0009606, HP_0001268",DB00657,,
755,CHEMBL71,CHEMBL225,7.52,7.52,7.52,Small molecule,4.0,True,CHEMBL3106136,B,Homo sapiens,Serotonin 2c (5-HT2c) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P28335,GPCR,True,True,ANTAGONIST,"CHEMBL2331075, CHEMBL224",False,ENSG00000147246,False,True,True,True,False,4.0,11,,,,"impc, chembl","ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468","EFO_0009267, HP_0002017, MONDO_0021063, EFO_0000519, EFO_0004216, EFO_0005407, MONDO_0005090, MONDO_0100096, EFO_0000677, MONDO_0037939, EFO_0005799",DB00477,P28335,
757,CHEMBL71,CHEMBL225,7.52,7.52,7.52,Small molecule,4.0,True,CHEMBL3106136,B,Homo sapiens,Serotonin 2c (5-HT2c) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P28335,GPCR,True,True,ANTAGONIST,"CHEMBL2331075, CHEMBL224",False,ENSG00000147246,False,True,True,True,False,4.0,11,,,,"impc, chembl","ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468","EFO_0009267, HP_0002017, MONDO_0021063, EFO_0000519, EFO_0004216, EFO_0005407, MONDO_0005090, MONDO_0100096, EFO_0000677, MONDO_0037939, EFO_0005799",DB00477,P28335,Unknown
758,CHEMBL932,CHEMBL4801,5.40,5.4,5.4,Small molecule,4.0,True,CHEMBL1614158,F,Homo sapiens,Caspase-1,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P29466,Enzyme,True,True,INHIBITOR,"CHEMBL1997, CHEMBL2363066",False,ENSG00000137752,False,True,False,True,False,24.0,16,,,,chembl,"ENSG00000138735, ENSG00000065989, ENSG00000172572, ENSG00000139053, ENSG00000185527, ENSG00000186642, ENSG00000205268, ENSG00000115252, ENSG00000160191, ENSG00000133256, ENSG00000113448, ENSG00000184588, ENSG00000156973, ENSG00000132915, ENSG00000152270, ENSG00000095464, ENSG00000113231, ENSG00000112541, ENSG00000123360, ENSG00000105650, ENSG00000154678, ENSG00000073417, ENSG00000171408, ENSG00000112759","EFO_0001645, MONDO_0100096, EFO_0000685, EFO_1002000, MONDO_0008170, MONDO_0011382, EFO_0000764, EFO_0003777, EFO_0000712, EFO_0003913, EFO_0002615, EFO_1000965, EFO_0000537, HP_0004419, EFO_1001375, EFO_0002618",DB00975,,
759,CHEMBL19,CHEMBL3510,7.37,7.37,7.37,Small molecule,4.0,True,CHEMBL959288,B,Homo sapiens,Carbonic anhydrase XIV,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9ULX7,Enzyme,True,True,INHIBITOR,"CHEMBL2326, CHEMBL3729, CHEMBL205, CHEMBL261",False,ENSG00000118298,False,False,True,True,False,4.0,4,,,,impc,"ENSG00000133742, ENSG00000104267, ENSG00000167434, ENSG00000168748","MONDO_0005041, EFO_1000782, EFO_0004190, MONDO_0002974",,,
760,CHEMBL2431768,CHEMBL5335,7.72,7.72,7.72,Small molecule,2.0,False,CHEMBL4416033,B,Homo sapiens,Baculoviral IAP repeat-containing protein 3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13489,None,True,True,,,False,ENSG00000023445,False,True,True,True,False,,7,,,,"impc, intogen, chembl, cancer_gene_census",,"EFO_0002429, MONDO_0007254, EFO_0000616, EFO_0002618, EFO_0002430, MONDO_0044903, EFO_0001378",DB12085,,
761,CHEMBL1256786,CHEMBL213,7.07,7.07,7.07,Small molecule,4.0,True,CHEMBL1044605,F,Homo sapiens,Beta-1 adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08588,GPCR,True,True,AGONIST,CHEMBL210,False,ENSG00000043591,False,True,False,True,False,1.0,17,,,,chembl,ENSG00000169252,"EFO_0000341, EFO_1000637, MONDO_0005271, MONDO_0008903, HP_0002110, EFO_0000341, EFO_0003768, EFO_0009661, MONDO_0004975, MONDO_0004979, MONDO_0100096, HP_0006536, MONDO_0004979, HP_0025428, EFO_0006505, EFO_0000464, EFO_0007183",DB00983,P08588,Unknown
762,CHEMBL266349,CHEMBL204,8.88,8.88,8.88,Small molecule,-1.0,False,CHEMBL2424092,B,Homo sapiens,Thrombin,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00734,Enzyme,True,True,,,False,ENSG00000180210,False,True,False,True,False,,1,,,,chembl,,HP_0004419,DB13616,,
763,CHEMBL200102,CHEMBL4303,"7.38, 7.38, 7.79",7.79,7.38,Small molecule,1.0,False,CHEMBL1243468,B,Homo sapiens,Heat shock protein HSP 90-beta,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08238,None,True,True,,,False,ENSG00000096384,False,True,True,True,False,,2,,,,"chembl, cancer_gene_census",,"EFO_0000574, MONDO_0007254",DB12638,,
764,CHEMBL81,CHEMBL340,5.60,5.6,5.6,Small molecule,4.0,True,CHEMBL1613886,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,True,True,MODULATOR,CHEMBL242,False,ENSG00000160868,False,True,False,True,False,1.0,15,,,,chembl,ENSG00000140009,"MONDO_0007254, EFO_0003854, MONDO_0004975, EFO_0000660, EFO_0000673, EFO_0003882, EFO_0003882, EFO_0005411, EFO_0000673, EFO_0003922, MONDO_0011962, EFO_0000694, MONDO_0007254, HP_0000938, MONDO_0005090",DB00481,,
765,CHEMBL107,CHEMBL1293235,6.90,6.9,6.9,Small molecule,4.0,True,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,INHIBITOR,CHEMBL2095182,False,ENSG00000160789,False,False,True,True,False,15.0,38,,,,"uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, clingen, eva_somatic, uniprot_variants, cancer_gene_census","ENSG00000188229, ENSG00000101162, ENSG00000198033, ENSG00000127824, ENSG00000258947, ENSG00000167552, ENSG00000104833, ENSG00000261456, ENSG00000196230, ENSG00000123416, ENSG00000167553, ENSG00000152086, ENSG00000137267, ENSG00000137285, ENSG00000176014","EFO_0004274, EFO_0007541, EFO_0003144, EFO_0004220, EFO_0000401, EFO_0003818, EFO_0000537, EFO_0000551, EFO_0008586, EFO_0005672, MONDO_0004976, EFO_0001645, EFO_0003780, EFO_0000694, EFO_0001422, EFO_0003777, EFO_1001486, EFO_0005221, EFO_0006803, MONDO_0100096, EFO_0007224, MONDO_0004979, EFO_0003884, MONDO_0018088, EFO_0008585, EFO_0007427, EFO_0003863, EFO_0003938, EFO_0004264, EFO_0003914, EFO_0000612, EFO_1001404, EFO_0000616, EFO_1001129, EFO_0004269, EFO_0000275, MONDO_0008315, MONDO_0005178",,,
766,CHEMBL219916,CHEMBL240,7.24,7.24,7.24,Small molecule,4.0,True,CHEMBL1036648,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,True,True,ANTAGONIST,CHEMBL217,False,ENSG00000055118,False,True,True,True,False,1.0,10,,,,"impc, ot_genetics_portal, chembl",ENSG00000149295,"EFO_0003948, MONDO_0005180, EFO_0003917, EFO_0003929, EFO_0003840, EFO_1000948, EFO_0008533, EFO_1000948, EFO_1001463, EFO_0010282",DB01184,,
767,CHEMBL1002,CHEMBL4261,8.49,8.49,8.49,Small molecule,4.0,True,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,True,True,AGONIST,CHEMBL210,False,ENSG00000100644,False,False,True,True,False,1.0,5,,,,ot_genetics_portal,ENSG00000169252,"HP_0025428, MONDO_0004979, MONDO_0004979, MONDO_0004979, EFO_0000341",DB13139,,
768,CHEMBL27769,CHEMBL1871,"9.00, 8.29, 8.21, 9.52, 10.30",9.52,9.0,Small molecule,2.0,False,CHEMBL1062413,B,Homo sapiens,Androgen Receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10275,NR,True,True,,,False,ENSG00000169083,False,True,True,True,False,,1,,,,"impc, eva, chembl",,MONDO_0002146,DB02901,P10275,Unknown
769,CHEMBL1448,CHEMBL4096,"5.40, 5.30",5.4,5.3,Small molecule,4.0,True,CHEMBL1613995,F,Homo sapiens,Cellular tumor antigen p53,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P04637,TF,True,True,INHIBITOR,"CHEMBL2366043, CHEMBL2366044",False,ENSG00000141510,False,True,True,True,False,,9,,,,"impc, eva, intogen, chembl, eva_somatic, cancer_gene_census",,"MONDO_0021063, EFO_1001342, EFO_0000196, EFO_0000685, Orphanet_733, EFO_1001951, MONDO_0100096, EFO_0000222, EFO_0000401",DB06803,,
770,CHEMBL3338194,CHEMBL240,5.85,5.85,5.85,Small molecule,1.0,False,CHEMBL3382462,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,True,True,,,False,ENSG00000055118,False,False,True,True,False,,1,,,,ot_genetics_portal,,EFO_0000400,DB11773,,
771,CHEMBL371064,CHEMBL3837,"7.32, 6.30",7.32,6.3,Small molecule,2.0,False,CHEMBL864511,B,Homo sapiens,Cathepsin L,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P07711,Enzyme,True,True,INHIBITOR,CHEMBL268,False,ENSG00000135047,False,False,True,True,False,1.0,2,,,,ot_genetics_portal,ENSG00000143387,"EFO_0003882, MONDO_0005178",DB12239,,
772,CHEMBL2088033,CHEMBL2014,9.82,9.82,9.82,Small molecule,0.5,False,CHEMBL2089821,F,Homo sapiens,Nociceptin receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P41146,GPCR,True,True,,,False,ENSG00000125510,False,True,False,True,False,,1,,,,chembl,,MONDO_0007079,DB15208,,
773,CHEMBL782,CHEMBL1293235,6.65,6.65,6.65,Small molecule,4.0,True,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,BLOCKER,CHEMBL2096972,False,ENSG00000160789,False,False,True,True,False,2.0,8,,,,"impc, eva, ot_genetics_portal, cancer_gene_census","ENSG00000187486, ENSG00000006071","EFO_0000616, EFO_0600064, MONDO_0005148, EFO_0000574, HP_0012532, MONDO_0004992, EFO_0000400, EFO_0004220",DB01124,,
774,CHEMBL192,CHEMBL3977,"7.44, 7.41",7.44,7.41,Small molecule,4.0,True,CHEMBL4397441,A,Homo sapiens,Phosphodiesterase 6C,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P51160,Enzyme,True,True,INHIBITOR,CHEMBL1827,False,ENSG00000095464,False,True,True,True,False,1.0,89,,,,"impc, ot_genetics_portal, chembl",ENSG00000138735,"EFO_0000198, HP_0000802, EFO_0002950, MONDO_0004933, EFO_1001893, EFO_0004225, MONDO_0043510, EFO_0001422, EFO_0009441, EFO_1001017, EFO_0004265, EFO_1001145, HP_0001919, EFO_0009085, MONDO_0100096, EFO_0003917, EFO_0003144, MONDO_0008347, EFO_0008560, MONDO_0019091, EFO_0000545, HP_0200023, EFO_0000537, EFO_1001134, EFO_0004714, MONDO_0100096, MONDO_0005149, EFO_0000712, HP_0001655, EFO_0001361, EFO_0000495, EFO_0000284, HP_0200042, EFO_0000701, EFO_0003777, MONDO_0005475, EFO_1001134, MONDO_0006058, EFO_0009429, MONDO_0010679, EFO_0000341, EFO_1000824, MONDO_0008315, EFO_0004234, EFO_0000668, EFO_1001103, MONDO_0005041, EFO_0000400, MONDO_0005180, EFO_1001145, EFO_0003144, EFO_1001827, EFO_0003833, EFO_0000404, EFO_0003060, HP_0001298, EFO_0000668, MONDO_0043510, EFO_0000519, EFO_0000373, EFO_0000717, MONDO_0005149, EFO_0000768, EFO_0000464, EFO_1001986, EFO_0003047, HP_0002140, EFO_1000824, HP_0100607, EFO_0001365, EFO_0000537, EFO_0011023, EFO_0009200, EFO_0008493, MONDO_0011382, HP_0000020, EFO_0000616, EFO_0004234, EFO_0000495, MONDO_0010311, EFO_1001993, MONDO_0009061, EFO_0000545, EFO_0003818, MONDO_0002013, EFO_0001361, EFO_1001103, EFO_0001645, EFO_0003827",DB00203,,
775,CHEMBL39,CHEMBL3426,"7.09, 6.75",7.09,6.75,Small molecule,3.0,False,CHEMBL2394924,B,Homo sapiens,Serotonin 5a (5-HT5a) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P47898,GPCR,True,True,,,False,ENSG00000157219,False,True,False,True,False,,1,,,,chembl,,EFO_0006911,DB08839,,
776,CHEMBL99,CHEMBL3310,"7.51, 5.46",7.51,5.46,Small molecule,1.0,False,CHEMBL2318992,B,Homo sapiens,Histone deacetylase 11,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q96DB2,Epigenetic,True,True,,,False,ENSG00000163517,False,True,False,True,False,,1,,,,chembl,,MONDO_0004992,DB04297,,
777,CHEMBL118,CHEMBL205,"7.68, 7.68, 7.68, 7.68, 7.68, 7.68, 7.68",7.68,7.68,Small molecule,4.0,True,CHEMBL881708,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,True,True,INHIBITOR,CHEMBL230,False,ENSG00000104267,False,True,False,True,False,1.0,110,,,,chembl,ENSG00000073756,"HP_0012532, MONDO_0005090, EFO_1001893, MP_0001914, MONDO_0001657, EFO_0005279, EFO_0009606, EFO_0000546, EFO_0002496, EFO_0004239, EFO_0004251, EFO_0005252, EFO_0003868, MONDO_0018975, EFO_0005406, EFO_0003843, EFO_0000284, HP_0100607, MONDO_0042487, EFO_0001075, MONDO_0018076, MONDO_0004976, MONDO_0011705, MONDO_0002087, HP_0004398, MONDO_0004247, EFO_0000668, EFO_0004142, EFO_0000616, MP_0001845, EFO_0000681, MONDO_0002363, EFO_0007328, MONDO_0002974, EFO_0000621, EFO_0001073, MONDO_0004985, EFO_0004242, EFO_0000685, EFO_1001904, EFO_0002939, EFO_0005543, EFO_0004288, HP_0003418, EFO_0001416, MONDO_0008170, MONDO_0044937, EFO_0007453, MONDO_0021063, MONDO_0007254, EFO_0004252, EFO_0008525, EFO_1001950, EFO_0000673, EFO_0010072, MONDO_0002258, EFO_0003893, EFO_0000691, MONDO_0010200, MONDO_0001187, EFO_0000305, EFO_0005669, EFO_0002609, MONDO_0002715, MONDO_0004975, EFO_0005755, EFO_0000203, HP_0011110, EFO_0002618, MONDO_0007576, EFO_1001250, MONDO_0004992, EFO_0003898, MONDO_0002050, MONDO_0003937, EFO_0004274, EFO_0009625, EFO_0004142, EFO_0001072, EFO_0000537, EFO_0000756, EFO_0000199, MONDO_0002009, EFO_0003869, EFO_0000365, EFO_0004616, EFO_0005762, MONDO_0005178, EFO_1001951, EFO_1000786, MONDO_0008903, Orphanet_733, EFO_0003060, MONDO_0005277, EFO_0000712, MONDO_0002691, MONDO_0100096, EFO_1000158, EFO_1001466, EFO_0006859, MONDO_0024475, MONDO_0008315, EFO_0000519, EFO_0001668, EFO_0003768, HP_0003419, EFO_1000657, MONDO_0004658, EFO_0001378, EFO_0000182",DB00482,P00918,
781,CHEMBL118,CHEMBL205,"7.68, 7.68, 7.68, 7.68, 7.68, 7.68, 7.68",7.68,7.68,Small molecule,4.0,True,CHEMBL881708,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,True,True,INHIBITOR,CHEMBL230,False,ENSG00000104267,False,True,False,True,False,1.0,110,,,,chembl,ENSG00000073756,"HP_0012532, MONDO_0005090, EFO_1001893, MP_0001914, MONDO_0001657, EFO_0005279, EFO_0009606, EFO_0000546, EFO_0002496, EFO_0004239, EFO_0004251, EFO_0005252, EFO_0003868, MONDO_0018975, EFO_0005406, EFO_0003843, EFO_0000284, HP_0100607, MONDO_0042487, EFO_0001075, MONDO_0018076, MONDO_0004976, MONDO_0011705, MONDO_0002087, HP_0004398, MONDO_0004247, EFO_0000668, EFO_0004142, EFO_0000616, MP_0001845, EFO_0000681, MONDO_0002363, EFO_0007328, MONDO_0002974, EFO_0000621, EFO_0001073, MONDO_0004985, EFO_0004242, EFO_0000685, EFO_1001904, EFO_0002939, EFO_0005543, EFO_0004288, HP_0003418, EFO_0001416, MONDO_0008170, MONDO_0044937, EFO_0007453, MONDO_0021063, MONDO_0007254, EFO_0004252, EFO_0008525, EFO_1001950, EFO_0000673, EFO_0010072, MONDO_0002258, EFO_0003893, EFO_0000691, MONDO_0010200, MONDO_0001187, EFO_0000305, EFO_0005669, EFO_0002609, MONDO_0002715, MONDO_0004975, EFO_0005755, EFO_0000203, HP_0011110, EFO_0002618, MONDO_0007576, EFO_1001250, MONDO_0004992, EFO_0003898, MONDO_0002050, MONDO_0003937, EFO_0004274, EFO_0009625, EFO_0004142, EFO_0001072, EFO_0000537, EFO_0000756, EFO_0000199, MONDO_0002009, EFO_0003869, EFO_0000365, EFO_0004616, EFO_0005762, MONDO_0005178, EFO_1001951, EFO_1000786, MONDO_0008903, Orphanet_733, EFO_0003060, MONDO_0005277, EFO_0000712, MONDO_0002691, MONDO_0100096, EFO_1000158, EFO_1001466, EFO_0006859, MONDO_0024475, MONDO_0008315, EFO_0000519, EFO_0001668, EFO_0003768, HP_0003419, EFO_1000657, MONDO_0004658, EFO_0001378, EFO_0000182",DB00482,P00918,Unknown
783,CHEMBL2151437,CHEMBL1899,7.92,7.92,7.92,Small molecule,2.0,False,CHEMBL2157811,B,Homo sapiens,Serotonin 3a (5-HT3a) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P46098,IC,True,True,AGONIST,CHEMBL2492,False,ENSG00000166736,False,True,False,True,False,1.0,2,,,,chembl,ENSG00000175344,"MONDO_0004975, MONDO_0005090",DB12145,,
784,CHEMBL46,CHEMBL240,6.09,6.09,6.09,Small molecule,4.0,True,CHEMBL766814,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,True,True,ANTAGONIST,CHEMBL1899,False,ENSG00000055118,False,True,False,True,False,1.0,45,,,,chembl,ENSG00000166736,"EFO_0004888, EFO_0003843, EFO_0004701, HP_0002018, HP_0002094, MONDO_0005090, EFO_0003843, HP_0002013, EFO_0002618, HP_0011110, MONDO_0007079, Orphanet_79292, HP_0002017, EFO_0002610, HP_0002018, MONDO_0100342, EFO_1001463, EFO_0005611, EFO_0004888, EFO_0000096, EFO_0006911, EFO_0003869, EFO_1000948, MONDO_0004992, MONDO_0002046, EFO_0001061, MONDO_0021148, HP_0002013, EFO_0005762, EFO_0003768, EFO_0005774, EFO_0000764, HP_0001082, EFO_0011023, EFO_0004242, MONDO_0007254, EFO_0005952, EFO_0006912, EFO_0007386, EFO_0000555, MONDO_0043510, EFO_0000691, HP_0000738, EFO_0005251, EFO_0006911",DB00904,,
