accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
P53634,CHEMBL3353410,1817518,CHEMBL4398559,1,LITERATURE,J Med Chem,3.1145622E7,10.1021/acs.jmedchem.9b00631,12396,Dipeptidyl peptidase I,CHEMBL2252,Homo sapiens,32900.0,nM,=,4.48,ENSG00000109861,false,"{[ENSG00000146648], 1}",CHEMBL3353410,CHEMBL3353410,P53634,[ot_genetics_portal],false,false,Enzyme,false
P42338,CHEMBL3360203,1824379,CHEMBL4376362,1,LITERATURE,Eur J Med Chem,3.1581005E7,10.1016/j.ejmech.2019.111718,12576,PI3-kinase p110-beta subunit,CHEMBL3145,Homo sapiens,36.0,nM,=,7.44,ENSG00000051382,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 8}",CHEMBL3360203,CHEMBL3360203,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P42336,CHEMBL3408248,1835004,CHEMBL4619037,1,LITERATURE,ACS Med Chem Lett,3.2551006E7,10.1021/acsmedchemlett.0c00095,105055,PI3-kinase p110-alpha/p85-alpha,CHEMBL2111367,Homo sapiens,450.0,nM,=,6.35,ENSG00000121879,false,"{[ENSG00000171608, ENSG00000051382], 2}",CHEMBL3408248,CHEMBL3408248,P42336,"[eva, intogen, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
P42336,CHEMBL3408248,1835004,CHEMBL3411215,1,LITERATURE,J Med Chem,2.5514658E7,10.1021/jm501629p,11362,PI3-kinase p110-alpha subunit,CHEMBL4005,Homo sapiens,35.0,nM,=,7.46,ENSG00000121879,false,"{[ENSG00000171608, ENSG00000051382], 2}",CHEMBL3408248,CHEMBL3408248,P42336,"[eva, intogen, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
P37288,CHEMBL344159,227437,CHEMBL5042987,1,LITERATURE,J Med Chem,3.4255509E7,10.1021/acs.jmedchem.1c00863,134,Vasopressin V1a receptor,CHEMBL1889,Homo sapiens,32.0,nM,=,7.5,ENSG00000166148,false,"{[ENSG00000126895], 1}",CHEMBL344159,CHEMBL344159,P37288,"[impc, chembl]",false,true,GPCR,true
Q16790,CHEMBL35,2046,CHEMBL1029737,1,LITERATURE,Bioorg Med Chem,1.9119014E7,10.1016/j.bmc.2008.12.023,12952,Carbonic anhydrase IX,CHEMBL3594,Homo sapiens,420.0,nM,=,6.38,ENSG00000107159,false,"{[ENSG00000074803], 1}",CHEMBL35,CHEMBL35,Q16790,"[impc, chembl]",false,true,Enzyme,true
P00533,CHEMBL3544983,1926832,CHEMBL4394508,1,LITERATURE,J Med Chem,3.0973735E7,10.1021/acs.jmedchem.9b00350,9,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,0.3,nM,=,9.52,ENSG00000146648,true,"{[ENSG00000141736, ENSG00000146648, ENSG00000196411], 3}",CHEMBL3544983,CHEMBL3544983,P00533,"[uniprot_literature, impc, eva, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P08581,CHEMBL3545307,1927156,CHEMBL4330213,1,LITERATURE,J Med Chem,3.0188734E7,10.1021/acs.jmedchem.8b01092,11451,Hepatocyte growth factor receptor,CHEMBL3717,Homo sapiens,4.7,nM,=,8.33,ENSG00000105976,true,"{[ENSG00000105976], 1}",CHEMBL3545307,CHEMBL3545307,P08581,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P42336,CHEMBL3545366,1927215,CHEMBL4376357,1,LITERATURE,Eur J Med Chem,3.1581005E7,10.1016/j.ejmech.2019.111718,11362,PI3-kinase p110-alpha subunit,CHEMBL4005,Homo sapiens,39.0,nM,=,7.41,ENSG00000121879,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL3545366,CHEMBL3545366,P42336,"[uniprot_literature, impc, eva, intogen, gene2phenotype, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P42338,CHEMBL3545366,1927215,CHEMBL5127275,1,LITERATURE,Eur J Med Chem,3.489444E7,10.1016/j.ejmech.2021.114039,12576,PI3-kinase p110-beta subunit,CHEMBL3145,Homo sapiens,113.0,nM,=,6.95,ENSG00000051382,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL3545366,CHEMBL3545366,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P42345,CHEMBL3586404,1949623,CHEMBL3587365,1,LITERATURE,J Med Chem,2.6083478E7,10.1021/acs.jmedchem.5b00626,11400,Serine/threonine-protein kinase mTOR,CHEMBL2842,Homo sapiens,10.0,nM,=,8.0,ENSG00000198793,true,"{[ENSG00000198793], 1}",CHEMBL3586404,CHEMBL3586404,P42345,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P00533,CHEMBL3623290,1966980,CHEMBL3624467,1,LITERATURE,J Med Chem,2.6313252E7,10.1021/acs.jmedchem.5b01073,9,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,0.2,nM,=,9.7,ENSG00000146648,true,"{[ENSG00000146648], 1}",CHEMBL3623290,CHEMBL3623290,P00533,"[uniprot_literature, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P08238,CHEMBL3661115,1994022,CHEMBL4403662,1,LITERATURE,J Med Chem,3.1663736E7,10.1021/acs.jmedchem.9b00940,11748,Heat shock protein HSP 90-beta,CHEMBL4303,Homo sapiens,21.3,nM,=,7.67,ENSG00000096384,false,,CHEMBL3661115,CHEMBL3661115,P08238,"[intogen, chembl, cancer_gene_census]",false,true,None,true
Q8TDS5,CHEMBL367149,302932,CHEMBL3117757,1,LITERATURE,J Med Chem,2.4351031E7,10.1021/jm401292m,103780,Oxoeicosanoid receptor 1,CHEMBL1628461,Homo sapiens,2000.0,nM,=,5.7,ENSG00000162881,false,,CHEMBL367149,CHEMBL367149,Q8TDS5,[ot_genetics_portal],false,false,GPCR,false
P11362,CHEMBL3701238,2034550,CHEMBL5033053,1,LITERATURE,J Med Chem,3.4129329E7,10.1021/acs.jmedchem.1c00174,10266,Fibroblast growth factor receptor 1,CHEMBL3650,Homo sapiens,2.2,nM,=,8.66,ENSG00000077782,true,"{[ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468], 4}",CHEMBL3701238,CHEMBL3701238,P11362,"[impc, eva, intogen, gene2phenotype, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q16850,CHEMBL374478,365189,CHEMBL934981,1,LITERATURE,Drug Metab Dispos,1.7194716E7,10.1124/dmd.106.013888,11188,Cytochrome P450 51,CHEMBL3849,Homo sapiens,30000.0,nM,=,4.52,ENSG00000001630,false,"{[], 0}",CHEMBL374478,CHEMBL374478,Q16850,[ot_genetics_portal],false,false,Enzyme,false
Q9UNQ0,CHEMBL374975,372428,CHEMBL5128688,1,LITERATURE,Eur J Med Chem,3.5483322E7,10.1016/j.ejmech.2022.114346,100974,ATP-binding cassette sub-family G member 2,CHEMBL5393,Homo sapiens,52000.0,nM,=,4.28,ENSG00000118777,false,"{[], 0}",CHEMBL374975,CHEMBL374975,Q9UNQ0,[impc],false,false,Transporter,false
P36888,CHEMBL3813873,2089491,CHEMBL3815408,1,LITERATURE,ACS Med Chem Lett,2.7190596E7,10.1021/acsmedchemlett.5b00498,12670,Tyrosine-protein kinase receptor FLT3,CHEMBL1974,Homo sapiens,5.0,nM,=,8.3,ENSG00000122025,true,"{[ENSG00000122025, ENSG00000157404, ENSG00000182578], 3}",CHEMBL3813873,CHEMBL3813873,P36888,"[uniprot_literature, impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
O94804,CHEMBL384304,361203,CHEMBL1908727,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30006,Serine/threonine-protein kinase 10,CHEMBL3981,Homo sapiens,380.0,nM,=,6.42,ENSG00000072786,false,"{[ENSG00000123374, ENSG00000135446, ENSG00000170312], 3}",CHEMBL384304,CHEMBL384304,O94804,"[uniprot_literature, ot_genetics_portal, uniprot_variants]",false,false,Kinase,false
P11802,CHEMBL384304,361203,CHEMBL1908477,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12946,Cyclin-dependent kinase 4,CHEMBL331,Homo sapiens,0.61,nM,=,9.21,ENSG00000135446,true,"{[ENSG00000123374, ENSG00000135446, ENSG00000170312], 3}",CHEMBL384304,CHEMBL384304,P11802,"[uniprot_literature, impc, eva, intogen, gene2phenotype, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
Q9NR63,CHEMBL389433,374553,CHEMBL3789263,1,LITERATURE,J Med Chem,2.6918322E7,10.1021/acs.jmedchem.5b01780,115648,Cytochrome P450 26B1,CHEMBL3713687,Homo sapiens,18.0,nM,=,7.75,ENSG00000003137,false,,CHEMBL389433,CHEMBL389433,Q9NR63,[impc],false,false,None,true
P43405,CHEMBL3989516,2197387,CHEMBL2189057,1,LITERATURE,J Med Chem,2.3151054E7,10.1021/jm301367c,10906,Tyrosine-protein kinase SYK,CHEMBL2599,Homo sapiens,17.0,nM,=,7.77,ENSG00000165025,true,"{[ENSG00000165025], 1}",CHEMBL3989516,CHEMBL3989516,P43405,"[impc, chembl, cancer_gene_census]",false,true,Kinase,true
P04626,CHEMBL3989868,2197739,CHEMBL5162369,1,LITERATURE,J Med Chem,3.5319895E7,10.1021/acs.jmedchem.1c00710,188,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,Homo sapiens,6.9,nM,=,8.16,ENSG00000141736,true,"{[ENSG00000141736], 1}",CHEMBL3989868,CHEMBL3989868,P04626,"[impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
Q96SW2,CHEMBL3989927,2197798,CHEMBL4219431,1,LITERATURE,J Med Chem,2.842572E7,10.1021/acs.jmedchem.6b01921,116734,Protein cereblon,CHEMBL3763008,Homo sapiens,60.0,nM,=,7.22,ENSG00000113851,true,"{[ENSG00000113851, ENSG00000167986, ENSG00000139842, ENSG00000100387], 4}",CHEMBL3989927,CHEMBL3989927,Q96SW2,"[impc, chemicalProbes, chembl, eva_somatic]",false,true,None,true
Q96SW2,CHEMBL3989927,2197798,CHEMBL4219435,1,LITERATURE,J Med Chem,2.842572E7,10.1021/acs.jmedchem.6b01921,118388,Cereblon/Aiolos,CHEMBL4296167,Homo sapiens,0.5,nM,=,9.3,ENSG00000113851,true,"{[ENSG00000113851, ENSG00000167986, ENSG00000139842, ENSG00000100387], 4}",CHEMBL3989927,CHEMBL3989927,Q96SW2,"[impc, chemicalProbes, chembl, eva_somatic]",false,true,None,true
P35968,CHEMBL402548,436278,CHEMBL911844,1,LITERATURE,J Med Chem,1.7125279E7,10.1021/jm060897w,10980,Vascular endothelial growth factor receptor 2,CHEMBL279,Homo sapiens,432.0,nM,=,6.37,ENSG00000128052,false,"{[ENSG00000178999, ENSG00000105146, ENSG00000087586], 3}",CHEMBL402548,CHEMBL402548,P35968,"[chembl, cancer_gene_census]",false,true,Kinase,false
P35218,CHEMBL406,619,CHEMBL4187347,1,LITERATURE,Bioorg Med Chem,2.9305297E7,10.1016/j.bmc.2017.12.035,11042,Carbonic anhydrase VA,CHEMBL4789,Homo sapiens,6.96,nM,=,8.16,ENSG00000174990,false,"{[ENSG00000070915], 1}",CHEMBL406,CHEMBL406,P35218,[ot_genetics_portal],false,false,Enzyme,true
Q9ULX7,CHEMBL406,619,CHEMBL4187354,1,LITERATURE,Bioorg Med Chem,2.9305297E7,10.1016/j.bmc.2017.12.035,11063,Carbonic anhydrase XIV,CHEMBL3510,Homo sapiens,0.38,nM,=,9.42,ENSG00000118298,false,"{[ENSG00000070915], 1}",CHEMBL406,CHEMBL406,Q9ULX7,[impc],false,false,Enzyme,true
P04150,CHEMBL4068611,2208522,CHEMBL4051152,1,LITERATURE,J Med Chem,2.8368581E7,10.1021/acs.jmedchem.7b00162,25,Glucocorticoid receptor,CHEMBL2034,Homo sapiens,7.2,nM,=,8.14,ENSG00000113580,true,"{[ENSG00000113580], 1}",CHEMBL4068611,CHEMBL4068611,P04150,"[impc, chembl]",false,true,NR,true
P51813,CHEMBL4071161,2211072,CHEMBL5127258,1,LITERATURE,Eur J Med Chem,3.4839996E7,10.1016/j.ejmech.2021.114009,30016,Tyrosine-protein kinase BMX,CHEMBL3834,Homo sapiens,4.3,nM,=,8.37,ENSG00000102010,false,"{[ENSG00000010671], 1}",CHEMBL4071161,CHEMBL4071161,P51813,"[impc, chembl]",false,true,Kinase,true
P04150,CHEMBL4072756,2212667,CHEMBL4031184,1,LITERATURE,J Med Chem,2.8937774E7,10.1021/acs.jmedchem.7b01215,25,Glucocorticoid receptor,CHEMBL2034,Homo sapiens,0.049,nM,=,10.31,ENSG00000113580,true,"{[ENSG00000113580], 1}",CHEMBL4072756,CHEMBL4072756,P04150,"[impc, ot_genetics_portal, chembl]",false,true,NR,true
Q9HCN6,CHEMBL4072833,2212744,CHEMBL4687297,1,LITERATURE,J Med Chem,3.2463237E7,10.1021/acs.jmedchem.0c00262,109099,Platelet glycoprotein VI (GPVI),CHEMBL3308912,Homo sapiens,5840.0,nM,=,5.23,ENSG00000088053,false,"{[ENSG00000010671], 1}",CHEMBL4072833,CHEMBL4072833,Q9HCN6,[impc],false,false,None,true
P11229,CHEMBL41,2223,CHEMBL1909170,15,DRUGMATRIX,,,,61,Muscarinic acetylcholine receptor M1,CHEMBL216,Homo sapiens,771.0,nM,=,6.11,ENSG00000168539,false,"{[ENSG00000108576], 1}",CHEMBL41,CHEMBL41,P11229,"[impc, chembl]",false,true,GPCR,false
Q92731,CHEMBL411,860,CHEMBL682160,1,LITERATURE,J Med Chem,1.190628E7,10.1021/jm015577l,174,Estrogen receptor beta,CHEMBL242,Homo sapiens,0.02,nM,=,10.7,ENSG00000140009,false,"{[ENSG00000091831], 1}",CHEMBL411,CHEMBL411,Q92731,"[impc, orphanet, ot_genetics_portal, chembl]",false,true,NR,true
P06730,CHEMBL413,923,CHEMBL1639015,1,LITERATURE,Bioorg Med Chem,2.0427189E7,10.1016/j.bmc.2010.04.005,100147,Eukaryotic translation initation factor,CHEMBL4848,Homo sapiens,0.5,nM,=,9.3,ENSG00000151247,false,"{[ENSG00000088832], 1}",CHEMBL413,CHEMBL413,P06730,[ot_genetics_portal],false,false,None,true
P07949,CHEMBL415049,363089,CHEMBL981412,1,LITERATURE,J Med Chem,1.9320489E7,10.1021/jm8012129,100079,Tyrosine-protein kinase receptor RET,CHEMBL2041,Homo sapiens,80.0,nM,=,7.1,ENSG00000165731,false,"{[ENSG00000178999], 1}",CHEMBL415049,CHEMBL415049,P07949,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P08908,CHEMBL42,2261,CHEMBL3073104,1,LITERATURE,Med Chem Res,,10.1007/s00044-012-0055-5,51,Serotonin 1a (5-HT1a) receptor,CHEMBL214,Homo sapiens,6.38,nM,=,8.2,ENSG00000178394,false,"{[ENSG00000102468, ENSG00000149295], 2}",CHEMBL42,CHEMBL42,P08908,"[impc, chembl]",false,true,GPCR,true
P11229,CHEMBL42,2261,CHEMBL747767,1,LITERATURE,J Med Chem,1.4998318E7,10.1021/jm030480f,104691,Muscarinic acetylcholine receptor,CHEMBL2094109,Homo sapiens,34.0,nM,=,7.47,ENSG00000168539,false,"{[ENSG00000102468, ENSG00000149295], 2}",CHEMBL42,CHEMBL42,P11229,"[impc, chembl]",false,true,GPCR,true
P11229,CHEMBL42,2261,CHEMBL744772,1,LITERATURE,J Med Chem,1.1170639E7,10.1021/jm0002432,61,Muscarinic acetylcholine receptor M1,CHEMBL216,Homo sapiens,0.98,nM,=,9.01,ENSG00000168539,false,"{[ENSG00000102468, ENSG00000149295], 2}",CHEMBL42,CHEMBL42,P11229,"[impc, chembl]",false,true,GPCR,true
O43570,CHEMBL424,1362,CHEMBL992759,1,LITERATURE,Bioorg Med Chem,1.8579385E7,10.1016/j.bmc.2008.06.013,12209,Carbonic anhydrase XII,CHEMBL3242,Homo sapiens,8800.0,nM,=,5.06,ENSG00000074410,false,,CHEMBL424,CHEMBL424,O43570,"[eva, orphanet, ot_genetics_portal, chembl, uniprot_variants]",false,true,Enzyme,false
P06756,CHEMBL428647,8062,CHEMBL833127,1,LITERATURE,J Med Chem,1.5715477E7,10.1021/jm049165z,104292,Integrin alpha-V/beta-3,CHEMBL1907598,Homo sapiens,34.0,nM,=,7.47,ENSG00000138448,false,"{[ENSG00000188229, ENSG00000101162, ENSG00000198033, ENSG00000127824, ENSG00000258947, ENSG00000167552, ENSG00000104833, ENSG00000261456, ENSG00000196230, ENSG00000123416, ENSG00000167553, ENSG00000152086, ENSG00000137267, ENSG00000137285, ENSG00000176014], 15}",CHEMBL428647,CHEMBL428647,P06756,"[impc, intogen, ot_genetics_portal, chembl, cancer_gene_census]",false,true,None,true
O60563,CHEMBL428690,14366,CHEMBL3856498,1,LITERATURE,J Med Chem,2.7171036E7,10.1021/acs.jmedchem.6b00150,105083,CDK9/cyclin T1,CHEMBL2111389,Homo sapiens,2.5,nM,=,8.6,ENSG00000129315,false,"{[ENSG00000170312, ENSG00000134058, ENSG00000136807, ENSG00000105810, ENSG00000123374, ENSG00000135446], 6}",CHEMBL428690,CHEMBL428690,O60563,[impc],false,false,None,true
P11802,CHEMBL428690,14366,CHEMBL1908478,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12946,Cyclin-dependent kinase 4,CHEMBL331,Homo sapiens,3.3,nM,=,8.48,ENSG00000135446,true,"{[ENSG00000170312, ENSG00000134058, ENSG00000136807, ENSG00000105810, ENSG00000123374, ENSG00000135446], 6}",CHEMBL428690,CHEMBL428690,P11802,"[uniprot_literature, impc, eva, intogen, gene2phenotype, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P37173,CHEMBL428690,14366,CHEMBL1908606,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100075,TGF-beta receptor type II,CHEMBL4267,Homo sapiens,5600.0,nM,=,5.25,ENSG00000163513,false,"{[ENSG00000170312, ENSG00000134058, ENSG00000136807, ENSG00000105810, ENSG00000123374, ENSG00000135446], 6}",CHEMBL428690,CHEMBL428690,P37173,"[uniprot_literature, eva, intogen, ot_genetics_portal, eva_somatic, uniprot_variants, cancer_gene_census]",false,false,Kinase,false
P48729,CHEMBL428690,14366,CHEMBL1908543,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11720,Casein kinase I alpha,CHEMBL2793,Homo sapiens,3100.0,nM,=,5.51,ENSG00000113712,false,"{[ENSG00000170312, ENSG00000134058, ENSG00000136807, ENSG00000105810, ENSG00000123374, ENSG00000135446], 6}",CHEMBL428690,CHEMBL428690,P48729,[ot_genetics_portal],false,false,Kinase,false
Q13555,CHEMBL428690,14366,CHEMBL1908428,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30002,CaM kinase II gamma,CHEMBL3829,Homo sapiens,2600.0,nM,=,5.58,ENSG00000148660,false,"{[ENSG00000170312, ENSG00000134058, ENSG00000136807, ENSG00000105810, ENSG00000123374, ENSG00000135446], 6}",CHEMBL428690,CHEMBL428690,Q13555,[impc],false,false,Kinase,false
P37288,CHEMBL4297183,2335154,CHEMBL4727316,1,LITERATURE,Bioorg Med Chem Lett,3.2736211E7,10.1016/j.bmcl.2020.127416,134,Vasopressin V1a receptor,CHEMBL1889,Homo sapiens,0.7,nM,=,9.15,ENSG00000166148,true,"{[ENSG00000166148], 1}",CHEMBL4297183,CHEMBL4297183,P37288,"[impc, clingen, chembl]",false,true,GPCR,true
O15245,CHEMBL43,2580,CHEMBL994103,1,LITERATURE,J Med Chem,1.8788725E7,10.1021/jm8003152,101283,Solute carrier family 22 member 1,CHEMBL5685,Homo sapiens,5000.0,nM,=,5.3,ENSG00000175003,false,"{[ENSG00000131747, ENSG00000077097], 2}",CHEMBL43,CHEMBL43,O15245,[ot_genetics_portal],false,false,Transporter,false
O15439,CHEMBL43,2580,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,7430.0,nM,=,5.13,ENSG00000125257,false,"{[ENSG00000131747, ENSG00000077097], 2}",CHEMBL43,CHEMBL43,O15439,"[impc, intogen]",false,false,Transporter,false
P28845,CHEMBL4301600,2339551,CHEMBL4329688,1,LITERATURE,ACS Med Chem Lett,3.0613321E7,10.1021/acsmedchemlett.8b00307,11489,11-beta-hydroxysteroid dehydrogenase 1,CHEMBL4235,Homo sapiens,0.9,nM,=,9.05,ENSG00000117594,true,"{[ENSG00000117594], 1}",CHEMBL4301600,CHEMBL4301600,P28845,"[impc, chembl]",false,true,Enzyme,true
P48736,CHEMBL4303323,2341194,CHEMBL4351109,1,LITERATURE,J Med Chem,3.0582813E7,10.1021/acs.jmedchem.8b01298,11939,PI3-kinase p110-gamma subunit,CHEMBL3267,Homo sapiens,3000.0,nM,=,5.52,ENSG00000105851,false,"{[ENSG00000171608], 1}",CHEMBL4303323,CHEMBL4303323,P48736,"[impc, chembl]",false,true,Kinase,false
P02766,CHEMBL44,2658,CHEMBL3130350,1,LITERATURE,J Med Chem,2.4422526E7,10.1021/jm401832j,12704,Transthyretin,CHEMBL3194,Homo sapiens,7800.0,nM,=,5.11,ENSG00000118271,false,,CHEMBL44,CHEMBL44,P02766,[impc],false,false,None,true
Q92731,CHEMBL44,2658,CHEMBL679353,1,LITERATURE,J Med Chem,8784443.0,10.1021/jm950938g,104682,Estrogen receptor,CHEMBL2093866,Homo sapiens,990.0,nM,=,6.0,ENSG00000140009,false,,CHEMBL44,CHEMBL44,Q92731,"[impc, orphanet, ot_genetics_portal, chembl]",false,true,NR,false
Q92731,CHEMBL44,2658,CHEMBL1909146,15,DRUGMATRIX,,,,174,Estrogen receptor beta,CHEMBL242,Homo sapiens,0.594,nM,=,9.23,ENSG00000140009,false,,CHEMBL44,CHEMBL44,Q92731,"[impc, orphanet, ot_genetics_portal, chembl]",false,true,NR,true
P33261,CHEMBL445,2262,CHEMBL1909134,15,DRUGMATRIX,,,,12912,Cytochrome P450 2C19,CHEMBL3622,Homo sapiens,3000.0,nM,=,5.52,ENSG00000165841,false,"{[ENSG00000108576, ENSG00000103546], 2}",CHEMBL445,CHEMBL445,P33261,[ot_genetics_portal],false,false,None,true
Q9H2G2,CHEMBL445813,511261,CHEMBL1908783,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30035,Serine/threonine-protein kinase 2,CHEMBL4202,Homo sapiens,5900.0,nM,=,5.23,ENSG00000065613,false,"{[ENSG00000170312, ENSG00000135446, ENSG00000123374, ENSG00000164885, ENSG00000105810, ENSG00000134058, ENSG00000250506, ENSG00000102225, ENSG00000117266, ENSG00000132964, ENSG00000059758, ENSG00000248333, ENSG00000138395, ENSG00000155111, ENSG00000058091, ENSG00000136807, ENSG00000185324, ENSG00000065883, ENSG00000156345, ENSG00000167258], 20}",CHEMBL445813,CHEMBL445813,Q9H2G2,[ot_genetics_portal],false,false,Kinase,false
Q9HAZ1,CHEMBL445813,511261,CHEMBL1908822,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30036,Dual specificity protein kinase CLK4,CHEMBL4203,Homo sapiens,7000.0,nM,=,5.16,ENSG00000113240,false,"{[ENSG00000170312, ENSG00000135446, ENSG00000123374, ENSG00000164885, ENSG00000105810, ENSG00000134058, ENSG00000250506, ENSG00000102225, ENSG00000117266, ENSG00000132964, ENSG00000059758, ENSG00000248333, ENSG00000138395, ENSG00000155111, ENSG00000058091, ENSG00000136807, ENSG00000185324, ENSG00000065883, ENSG00000156345, ENSG00000167258], 20}",CHEMBL445813,CHEMBL445813,Q9HAZ1,[ot_genetics_portal],false,false,Kinase,false
P01116,CHEMBL4535757,2406188,CHEMBL5157583,1,LITERATURE,Eur J Med Chem,3.5007863E7,10.1016/j.ejmech.2021.114088,105451,GTPase KRas,CHEMBL2189121,Homo sapiens,9.66,nM,=,8.02,ENSG00000133703,true,"{[ENSG00000133703], 1}",CHEMBL4535757,CHEMBL4535757,P01116,"[uniprot_literature, impc, eva, intogen, chemicalProbes, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",true,true,Enzyme,true
Q9UNQ0,CHEMBL4567446,2437874,CHEMBL4669896,1,LITERATURE,J Med Chem,3.2809824E7,10.1021/acs.jmedchem.0c00640,100974,ATP-binding cassette sub-family G member 2,CHEMBL5393,Homo sapiens,68000.0,nM,=,4.17,ENSG00000118777,false,"{[ENSG00000278540, ENSG00000076555], 2}",CHEMBL4567446,CHEMBL4567446,Q9UNQ0,[impc],false,false,Transporter,false
Q9Y6L6,CHEMBL4567446,2437874,CHEMBL4669893,1,LITERATURE,J Med Chem,3.2809824E7,10.1021/acs.jmedchem.0c00640,103947,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,Homo sapiens,11700.0,nM,=,4.93,ENSG00000134538,false,"{[ENSG00000278540, ENSG00000076555], 2}",CHEMBL4567446,CHEMBL4567446,Q9Y6L6,[impc],false,false,Transporter,false
O43497,CHEMBL45816,72035,CHEMBL4181841,1,LITERATURE,J Med Chem,2.9116786E7,10.1021/acs.jmedchem.7b01236,100100,Voltage-gated T-type calcium channel alpha-1G subunit,CHEMBL4641,Homo sapiens,64.0,nM,=,7.19,ENSG00000006283,true,"{[ENSG00000196557, ENSG00000006283, ENSG00000100346], 3}",CHEMBL45816,CHEMBL45816,O43497,"[impc, chembl]",false,true,IC,true
P41597,CHEMBL4594419,2464850,CHEMBL4842046,1,LITERATURE,ACS Med Chem Lett,3.4795864E7,10.1021/acsmedchemlett.1c00373,11575,C-C chemokine receptor type 2,CHEMBL4015,Homo sapiens,0.8,nM,=,9.1,ENSG00000121807,true,"{[ENSG00000121807, ENSG00000160791], 2}",CHEMBL4594419,CHEMBL4594419,P41597,"[impc, chembl]",false,true,GPCR,true
P24557,CHEMBL460291,453548,CHEMBL1909116,15,DRUGMATRIX,,,,248,Thromboxane-A synthase,CHEMBL1835,Homo sapiens,1694.0,nM,=,5.77,ENSG00000059377,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL460291,CHEMBL460291,P24557,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
Q13535,CHEMBL4647810,2484361,CHEMBL4612706,1,LITERATURE,J Med Chem,3.2502336E7,10.1021/acs.jmedchem.0c00369,20139,Serine-protein kinase ATR,CHEMBL5024,Homo sapiens,7.0,nM,=,8.15,ENSG00000175054,true,"{[ENSG00000175054], 1}",CHEMBL4647810,CHEMBL4647810,Q13535,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
