drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,related_target_chembl_id,accession_related
CHEMBL56367,CHEMBL4261,5.00,5.00,5.0,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,"","",false,ENSG00000100644,false,false,true,true,false,,5,,,,"ot_genetics_portal, cancer_gene_census","","EFO_0003843, HP_0002829, HP_0003326, EFO_0005755, MONDO_0007254","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL61,CHEMBL4261,7.80,7.80,7.8,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,"","",false,ENSG00000100644,false,false,true,true,false,,3,,,,cancer_gene_census,"","EFO_0000763, EFO_0007147, EFO_0000707","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL26,CHEMBL205,"7.40, 7.40, 7.40, 7.40",7.40,7.4,Small molecule,4.0,true,CHEMBL3782910,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,TRUE,TRUE,ANTAGONIST,CHEMBL217,false,ENSG00000104267,false,true,false,true,false,1,4,,,,chembl,ENSG00000149295,"EFO_0005230, EFO_0005407, MONDO_0002050, MONDO_0005090","CHEMBL2096906, CHEMBL2095180",P00918
CHEMBL39,CHEMBL3155,"8.09, 8.24, 9.96",9.96,8.24,Small molecule,3.0,false,CHEMBL620823,B,Homo sapiens,Serotonin 7 (5-HT7) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34969,GPCR,TRUE,TRUE,"","",false,ENSG00000148680,false,true,false,true,false,,1,,,,chembl,"",EFO_0006911,CHEMBL2096904,P30939
CHEMBL15245,CHEMBL223,6.54,6.54,6.54,Small molecule,4.0,true,CHEMBL646104,B,Homo sapiens,Alpha-1d adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P25100,GPCR,TRUE,TRUE,"","",false,ENSG00000171873,false,true,true,true,false,,13,,,,"impc, chembl","","EFO_0001358, EFO_1000645, EFO_0002610, MONDO_0005148, EFO_0010702, EFO_1001917, EFO_0005252, EFO_0007191, EFO_0004234, EFO_0003768, MONDO_0005180, MONDO_0002050, MONDO_0007079","CHEMBL2111467, CHEMBL2095203, CHEMBL2094251, CHEMBL2331074",P35348
CHEMBL50,CHEMBL1293224,5.15,5.15,5.15,Small molecule,3.0,false,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,"","",false,ENSG00000186868,false,false,true,true,false,,17,,,,ot_genetics_portal,"","EFO_1000654, MONDO_0100096, GO_0007568, EFO_0003884, MONDO_0005148, EFO_0000341, MONDO_0005178, EFO_0008517, EFO_0001645, MONDO_0009061, EFO_0003948, EFO_0001365, EFO_0004220, MONDO_0019391, EFO_0000673, EFO_0003868, MONDO_0018906","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL612,CHEMBL5857,6.85,6.85,6.85,Small molecule,4.0,true,CHEMBL1930659,F,Homo sapiens,Trace amine-associated receptor 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q96RJ0,GPCR,TRUE,TRUE,"INHIBITOR, RELEASING AGENT","CHEMBL222, CHEMBL1893, CHEMBL238",false,ENSG00000146399,false,true,false,true,false,3,16,,,,chembl,"ENSG00000165646, ENSG00000142319, ENSG00000103546","EFO_0005611, MONDO_0004985, EFO_0000712, EFO_0003888, EFO_0005543, MONDO_0016158, MONDO_0016158, EFO_0002610, EFO_0001073, MONDO_0005301, MONDO_0005090, EFO_0003888, EFO_0003888, EFO_0004701, EFO_0003890, MONDO_0002277","",""
CHEMBL72,CHEMBL228,6.25,6.25,6.25,Small molecule,4.0,true,CHEMBL2344277,B,Homo sapiens,Serotonin transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P31645,Transporter,TRUE,TRUE,INHIBITOR,CHEMBL222,false,ENSG00000108576,false,true,false,true,false,1,16,,,,chembl,ENSG00000103546,"EFO_0003761, MONDO_0002009, EFO_0004234, EFO_0003918, EFO_0002610, EFO_0001358, MONDO_0002050, MONDO_0007079, HP_0011868, EFO_0000702, MONDO_0004992, MONDO_0010726, EFO_0003761, EFO_0003948, HP_0003418, MONDO_0002050","CHEMBL2095201, CHEMBL2111346, CHEMBL2363064",P31645
CHEMBL727,CHEMBL221,6.22,6.22,6.22,Small molecule,4.0,true,CHEMBL1909130,B,Homo sapiens,Cyclooxygenase-1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P23219,Enzyme,TRUE,TRUE,INHIBITOR,"CHEMBL2311221, CHEMBL2111369",false,ENSG00000095303,false,true,true,true,false,2,27,,,,"impc, chembl","ENSG00000106348, ENSG00000178035","EFO_0000183, EFO_0003027, EFO_0000519, EFO_0000198, EFO_0000209, EFO_0003811, MONDO_0001657, EFO_0000565, EFO_0003025, EFO_0003833, MONDO_0000873, EFO_0004251, EFO_0000574, EFO_1000318, EFO_0005952, EFO_0003029, EFO_0000616, MONDO_0000870, EFO_0000220, EFO_0000222, EFO_0000223, EFO_0000218, EFO_0003802, EFO_1001779, EFO_0004289, EFO_0000221, MONDO_0044917","CHEMBL2094253, CHEMBL4523964",P35354
CHEMBL502835,CHEMBL267,7.80,7.80,7.8,Small molecule,4.0,true,CHEMBL4623165,B,Homo sapiens,Tyrosine-protein kinase SRC,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P12931,Kinase,TRUE,TRUE,INHIBITOR,"CHEMBL2095189, CHEMBL2095217, CHEMBL2095227",false,ENSG00000197122,false,true,true,true,false,9,49,,,,"impc, eva, chembl, eva_somatic, cancer_gene_census","ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052","MONDO_0019180, EFO_1001331, MONDO_0044937, MONDO_0011705, EFO_0000222, EFO_1001949, EFO_0003893, MONDO_0011962, EFO_0000768, EFO_0001378, EFO_0000691, EFO_0000503, EFO_1001465, MONDO_0007254, EFO_0000681, EFO_0000588, EFO_0007183, EFO_0009448, EFO_0000571, EFO_0000616, MONDO_0008903, MONDO_0100096, EFO_0008528, EFO_0000708, EFO_0004284, EFO_0000182, EFO_0002618, EFO_0000717, EFO_0000770, EFO_0002499, EFO_0000519, EFO_0001416, MONDO_0001235, MONDO_0004669, MONDO_0015277, EFO_0000702, MONDO_0008170, MONDO_0002158, EFO_0000768, EFO_0004142, EFO_1001951, MONDO_0002087, EFO_0000673, EFO_0000717, EFO_0003060, EFO_0004243, EFO_0000389, EFO_0002501, EFO_0004244","CHEMBL4523733, CHEMBL2363074, CHEMBL3885535, CHEMBL4630728, CHEMBL4523978, CHEMBL2111336","P06241, P12931"
CHEMBL1485,CHEMBL2524,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL1614217,F,Homo sapiens,Alpha-galactosidase A,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P06280,Enzyme,TRUE,TRUE,"","",false,ENSG00000102393,false,false,true,true,false,,39,,,,"impc, eva","","HP_0100806, MONDO_0100096, EFO_0000668, EFO_0001645, EFO_0000649, EFO_1000049, MONDO_0010679, EFO_0003843, EFO_0004265, MONDO_0005090, EFO_0000702, EFO_0004278, MONDO_0009258, MONDO_0009061, EFO_1001345, EFO_0000685, EFO_0000319, MONDO_0008815, MONDO_0005271, EFO_0000182, Orphanet_550, MONDO_0011382, EFO_0007444, EFO_0001422, EFO_0000574, EFO_0003086, EFO_0000537, HP_0001952, EFO_0000519, MONDO_0005148, MONDO_0008315, Orphanet_848, MONDO_0004975, EFO_0005207, EFO_0003819, EFO_0000373, MONDO_0004979, MONDO_0001134, EFO_0000616","",""
CHEMBL609583,CHEMBL1829,8.05,8.05,8.05,Small molecule,1.0,false,CHEMBL1068529,B,Homo sapiens,Histone deacetylase 3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O15379,Epigenetic,TRUE,TRUE,"","",false,ENSG00000171720,false,true,true,true,false,,1,,,,"impc, chembl","",EFO_0000616,"CHEMBL3038483, CHEMBL4296072, CHEMBL4523988, CHEMBL2111363, CHEMBL3038484, CHEMBL2093865, CHEMBL3430897, CHEMBL3430896, CHEMBL4523679, CHEMBL4630741","O15379, Q13547"
CHEMBL1095032,CHEMBL2016,5.35,5.35,5.35,Small molecule,2.0,false,CHEMBL1111070,B,Homo sapiens,Coagulation factor IX,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00740,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL244,false,ENSG00000101981,false,true,false,true,false,1,2,,,,chembl,ENSG00000126218,"EFO_0004286, EFO_0005672","CHEMBL4296076, CHEMBL2111424",P00740
CHEMBL3291398,CHEMBL340,5.35,5.35,5.35,Small molecule,4.0,true,CHEMBL3297539,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08684,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2363135,false,ENSG00000160868,false,true,false,true,false,0,4,,,,chembl,"","MONDO_0009061, EFO_1001272, EFO_0000771, EFO_0003106","CHEMBL2111472, CHEMBL4523986, CHEMBL2364675",P08684
CHEMBL2443262,CHEMBL1980,4.78,4.78,4.78,Small molecule,4.0,true,CHEMBL2445976,B,Homo sapiens,Sodium channel protein type V alpha subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q14524,IC,TRUE,TRUE,AGONIST,CHEMBL233,false,ENSG00000183873,false,true,false,true,false,1,1,,,,chembl,ENSG00000112038,EFO_0003843,"CHEMBL2331043, CHEMBL4630763, CHEMBL4523669","Q14524, P35498"
CHEMBL575448,CHEMBL2453,6.57,6.57,6.57,Small molecule,2.0,false,CHEMBL3991840,B,Homo sapiens,"AMP-activated protein kinase, gamma-2 subunit",,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9UGJ0,Enzyme,TRUE,TRUE,INHIBITOR,"CHEMBL1957, CHEMBL1981",false,ENSG00000106617,false,true,true,true,false,2,2,,,,"impc, chembl","ENSG00000140443, ENSG00000171105","MONDO_0007254, EFO_0000616","CHEMBL4106163, CHEMBL3885504, CHEMBL2096907, CHEMBL3038451, CHEMBL4106158","O43741, P54646, Q9UGJ0"
CHEMBL43,CHEMBL240,6.68,6.68,6.68,Small molecule,4.0,true,CHEMBL988126,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,INHIBITOR,CHEMBL2094255,false,ENSG00000055118,false,true,false,true,false,2,4,,,,chembl,"ENSG00000131747, ENSG00000077097","EFO_0000222, EFO_0000616, EFO_0000565, EFO_0000198","CHEMBL4106188, CHEMBL2362996","P51787, Q12809"
CHEMBL2333941,CHEMBL4822,"6.52, 6.57",6.57,6.52,Small molecule,1.0,false,CHEMBL3269323,B,Homo sapiens,Beta-secretase 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P56817,Enzyme,TRUE,TRUE,"","",false,ENSG00000186318,false,true,false,true,false,,1,,,,chembl,"",MONDO_0004975,CHEMBL2111390,Q9Y5Z0
CHEMBL894,CHEMBL1907594,5.75,5.75,5.75,Small molecule,4.0,true,CHEMBL1068094,B,Homo sapiens,Neuronal acetylcholine receptor; alpha3/beta4,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P30926,IC,TRUE,TRUE,INHIBITOR,"CHEMBL222, CHEMBL238",false,ENSG00000117971,false,true,true,true,false,2,43,,,,"ot_genetics_portal, chembl","ENSG00000103546, ENSG00000142319","EFO_0005203, EFO_0000616, MONDO_0002009, EFO_0003768, EFO_0004319, EFO_0004714, EFO_0006859, EFO_0001073, MONDO_0004975, MONDO_0002491, MONDO_0008315, EFO_0009963, EFO_0001073, MONDO_0004985, EFO_0003761, MONDO_0004985, EFO_0002610, MONDO_0007739, EFO_0003890, MONDO_0005148, EFO_0000384, EFO_0007191, EFO_0002617, EFO_0003060, EFO_0005230, MONDO_0002009, MONDO_0044970, EFO_0004701, MONDO_0008903, EFO_0003888, EFO_0004319, MONDO_0002050, EFO_0003761, MONDO_0005090, MONDO_0002046, MONDO_0007079, EFO_0000095, MONDO_0010200, MONDO_0002050, EFO_0003761, EFO_0003768, EFO_0004247, EFO_0004270","CHEMBL3038459, CHEMBL3068, CHEMBL2111384, CHEMBL2109230, CHEMBL1907591, CHEMBL4888445, CHEMBL3137272, CHEMBL2221346, CHEMBL2109234, CHEMBL2109233, CHEMBL3885595, CHEMBL3137273, CHEMBL4804182, CHEMBL4524133, CHEMBL3137285","P17787, P02708, P32297, P11230, P30926"
CHEMBL1023,CHEMBL2003,6.89,6.89,6.89,Small molecule,4.0,true,CHEMBL798025,B,Homo sapiens,Retinoic acid receptor gamma,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P13631,NR,TRUE,TRUE,AGONIST,CHEMBL2363070,false,ENSG00000172819,false,true,true,true,false,3,25,,,,"ot_genetics_portal, chembl","ENSG00000204231, ENSG00000143171, ENSG00000186350","EFO_0000676, EFO_0004192, EFO_0000565, MONDO_0005090, EFO_0000574, EFO_1001051, EFO_0000222, MONDO_0020077, EFO_1001110, EFO_0003060, MONDO_0004975, EFO_0002913, EFO_0000305, EFO_0000198, MONDO_0008903, EFO_1000785, EFO_0005411, EFO_0000616, EFO_1000747, MONDO_0002108, EFO_0003032, EFO_0001378, MONDO_0015760, EFO_0000432, MONDO_0007254","CHEMBL2363071, CHEMBL3885633, CHEMBL2363069","P28702, P13631"
CHEMBL278020,CHEMBL1293235,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,CHEMBL220,false,ENSG00000160789,false,false,true,true,false,1,11,,,,"ot_genetics_portal, cancer_gene_census",ENSG00000087085,"EFO_0004209, EFO_0004991, EFO_1000948, MONDO_0007254, HP_0025267, EFO_0001074, EFO_0009516, HP_0002315, MONDO_0005041, EFO_0004888, EFO_0003843","",""
CHEMBL99,CHEMBL4145,7.42,7.42,7.42,Small molecule,1.0,false,CHEMBL3238612,B,Homo sapiens,Histone deacetylase 9,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9UKV0,Epigenetic,TRUE,TRUE,"","",false,ENSG00000048052,false,true,true,true,false,,1,,,,"ot_genetics_portal, chembl","",MONDO_0004992,"CHEMBL5169076, CHEMBL2093865","Q9UKV0, Q13547"
CHEMBL389433,CHEMBL3713687,7.75,7.75,7.75,Small molecule,2.0,false,CHEMBL3789263,B,Homo sapiens,Cytochrome P450 26B1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9NR63,None,TRUE,TRUE,"","",false,ENSG00000003137,false,false,true,true,false,,1,,,,impc,"",MONDO_0017778,"",""
CHEMBL99,CHEMBL3524,"6.01, 6.91, 7.70",7.70,6.91,Small molecule,1.0,false,CHEMBL3802968,B,Homo sapiens,Histone deacetylase 4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P56524,Epigenetic,TRUE,TRUE,"","",false,ENSG00000068024,false,true,true,true,false,,1,,,,"intogen, ot_genetics_portal, chembl, eva_somatic","",MONDO_0004992,"CHEMBL2093865, CHEMBL4630746, CHEMBL4296127","P56524, Q13547"
CHEMBL960,CHEMBL1293235,8.49,8.49,8.49,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,CHEMBL1966,false,ENSG00000160789,false,false,true,true,false,1,22,,,,"impc, eva, ot_genetics_portal, cancer_gene_census",ENSG00000102967,"EFO_0000756, MONDO_0007915, EFO_0000764, EFO_0005761, MONDO_0008315, EFO_0001378, EFO_0000616, EFO_0000540, EFO_0003073, MONDO_0100096, MONDO_0005301, EFO_0004991, EFO_1000965, MONDO_0016537, EFO_0008518, EFO_1000158, EFO_1001231, EFO_0003778, MONDO_0007254, EFO_0007187, EFO_0000699, EFO_0000685","",""
CHEMBL1607,CHEMBL4261,6.60,6.60,6.6,Small molecule,4.0,true,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,INHIBITOR,CHEMBL2362989,false,ENSG00000100644,false,false,true,true,false,1,71,,,,"eva, cancer_gene_census",ENSG00000184428,"EFO_0000565, EFO_0003833, EFO_0008498, MONDO_0002158, EFO_0002087, MONDO_0100342, MONDO_0008903, EFO_0002918, EFO_0002617, EFO_0000613, EFO_1000158, EFO_0000519, EFO_0000466, MONDO_0008380, MONDO_0037745, MONDO_0100096, EFO_0000305, EFO_0000630, EFO_1001465, EFO_0001416, EFO_0000616, EFO_0005543, EFO_0001378, MONDO_0004992, EFO_0000621, EFO_1001042, EFO_1000251, EFO_0000681, EFO_0000220, EFO_0000691, MONDO_0019004, EFO_0008524, EFO_0000198, EFO_1001100, EFO_0000502, EFO_0003893, EFO_0002501, EFO_0000702, MONDO_0007576, EFO_1000823, EFO_0005561, EFO_0002428, EFO_0002499, MONDO_0007254, EFO_0000174, EFO_1000657, EFO_0000326, MONDO_0008170, EFO_0001061, EFO_0001075, EFO_0005952, EFO_0000389, EFO_0000313, EFO_0003851, EFO_0003869, MONDO_0021063, EFO_0000574, MONDO_0011962, MONDO_0006058, EFO_0000222, EFO_1001331, MONDO_0018271, EFO_0003060, MONDO_0002974, EFO_0007362, MONDO_0018364, EFO_1000895, MONDO_0008315, MONDO_0002380, MONDO_0002087, EFO_1000043","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL51,CHEMBL1893,7.11,7.11,7.11,Small molecule,4.0,true,CHEMBL4202137,B,Homo sapiens,Synaptic vesicular amine transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q05940,Transporter,TRUE,TRUE,"","",false,ENSG00000165646,false,true,false,true,false,,3,,,,chembl,"","EFO_0000537, EFO_1001459, HP_0001919","",""
CHEMBL1944698,CHEMBL3038471,8.52,8.52,8.52,Small molecule,1.0,false,CHEMBL3856513,B,Homo sapiens,CDK3/Cyclin E,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P24864,None,TRUE,TRUE,INHIBITOR,"CHEMBL1974, CHEMBL3055, CHEMBL3116, CHEMBL308, CHEMBL301, CHEMBL2971",false,ENSG00000105173,false,false,true,true,false,6,5,,,,cancer_gene_census,"ENSG00000136807, ENSG00000134058, ENSG00000123374, ENSG00000170312, ENSG00000122025, ENSG00000096968","EFO_0000182, EFO_0000095, EFO_1001465, EFO_0000519, EFO_1000657","CHEMBL4523635, CHEMBL2094126, CHEMBL4442, CHEMBL2111444, CHEMBL3038468, CHEMBL3617, CHEMBL4523715, CHEMBL1907605, CHEMBL3885554, CHEMBL4888443, CHEMBL3559691","P24864, P11802, O96020, P06493, Q00526"
CHEMBL1213492,CHEMBL3524,5.98,5.98,5.98,Small molecule,3.0,false,CHEMBL1216985,B,Homo sapiens,Histone deacetylase 4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P56524,Epigenetic,TRUE,TRUE,"","",false,ENSG00000068024,false,true,true,true,false,,10,,,,"chembl, eva_somatic","","EFO_0000183, EFO_0002429, EFO_0000384, MONDO_0010311, MONDO_0010679, MONDO_0016899, EFO_0001378, EFO_0004251, EFO_0000095, EFO_0002609","CHEMBL2093865, CHEMBL4630746, CHEMBL4296127","P56524, Q13547"
CHEMBL8809,CHEMBL3397,5.10,5.10,5.1,Small molecule,1.0,false,CHEMBL1614027,A,Homo sapiens,Cytochrome P450 2C9,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P11712,None,TRUE,TRUE,"","",false,ENSG00000138109,false,false,true,true,false,,3,,,,ot_genetics_portal,"","MONDO_0002050, EFO_0001073, EFO_0005611",CHEMBL4523986,P08684
CHEMBL595,CHEMBL1795168,5.06,5.06,5.06,Small molecule,4.0,true,CHEMBL3863230,B,Homo sapiens,CDGSH iron-sulfur domain-containing protein 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9NZ45,None,TRUE,TRUE,AGONIST,CHEMBL235,false,ENSG00000122873,false,false,true,true,false,1,78,,,,ot_genetics_portal,ENSG00000132170,"EFO_0000756, EFO_0004265, EFO_0000712, EFO_0000400, MONDO_0005148, EFO_0000384, MONDO_0002108, HP_0012115, HP_0003124, EFO_0002546, EFO_0000544, HP_0002745, EFO_0000339, MONDO_0004975, EFO_0003929, EFO_0001421, EFO_0000616, MONDO_0018305, EFO_0001361, MP_0001845, EFO_0001421, MONDO_0004976, EFO_0003085, MONDO_0015339, MONDO_0100339, EFO_0000707, EFO_0001073, EFO_0003884, Orphanet_43, EFO_0000708, EFO_0001645, EFO_0003914, MONDO_0005301, MONDO_0008315, EFO_0002618, MONDO_0008903, MONDO_0007915, EFO_0000519, EFO_0000613, EFO_0003095, EFO_0003047, EFO_1000948, EFO_0000537, EFO_0000685, MONDO_0002009, EFO_0004272, HP_0100543, EFO_0002618, EFO_0002499, EFO_0003756, MONDO_0001437, EFO_0005611, EFO_0003060, MONDO_0007079, MONDO_0009061, EFO_1001249, EFO_1001348, EFO_0000676, MONDO_0005148, EFO_0000673, EFO_0008620, EFO_0003060, MONDO_0004976, MONDO_0004979, EFO_0000319, EFO_0000660, EFO_0005669, EFO_0000195, EFO_0003884, HP_0001397, MONDO_0005180, EFO_0001378, EFO_0003095, MONDO_0016642, EFO_0004220, MONDO_0005147, EFO_0000222, MONDO_0001657","",""
CHEMBL1648,CHEMBL3721,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL3530853,A,Homo sapiens,Cytochrome P450 2C8,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10632,None,TRUE,TRUE,BLOCKER,CHEMBL2095229,false,ENSG00000138115,false,false,true,true,false,4,8,,,,cancer_gene_census,"ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001","EFO_0003890, EFO_0004319, EFO_0000537, EFO_0005611, EFO_0000319, EFO_0003768, MONDO_0005180, MONDO_0004985",CHEMBL4523986,P08684
CHEMBL1171837,CHEMBL267,"8.00, 8.52",8.52,8.0,Small molecule,4.0,true,CHEMBL4619608,A,Homo sapiens,Tyrosine-protein kinase SRC,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P12931,Kinase,TRUE,TRUE,INHIBITOR,CHEMBL2096618,false,ENSG00000197122,false,true,true,true,false,2,19,,,,"impc, eva, chembl, eva_somatic, cancer_gene_census","ENSG00000097007, ENSG00000186716","EFO_0000222, EFO_0000571, EFO_0000198, EFO_0003841, MONDO_0015277, EFO_0000339, EFO_0000519, EFO_0000222, EFO_0000339, EFO_0000702, EFO_0000616, EFO_0000565, EFO_1000131, EFO_0000220, EFO_0003060, MONDO_0004992, EFO_1000131, MONDO_0011719, EFO_0000220","CHEMBL4523733, CHEMBL2363074, CHEMBL3885535, CHEMBL4630728, CHEMBL4523978, CHEMBL2111336","P06241, P12931"
CHEMBL42,CHEMBL232,8.00,8.00,8.0,Small molecule,4.0,true,CHEMBL3226700,B,Homo sapiens,Alpha-1b adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35368,GPCR,TRUE,TRUE,ANTAGONIST,"CHEMBL217, CHEMBL224",false,ENSG00000170214,false,true,true,true,false,2,8,,,,"ot_genetics_portal, chembl","ENSG00000102468, ENSG00000149295","EFO_0005407, EFO_0005230, MONDO_0004985, MONDO_0005090, EFO_0003852, MONDO_0002050, HP_0001249, EFO_0005411","CHEMBL2096676, CHEMBL2095203, CHEMBL2094251, CHEMBL2331074",P35348
CHEMBL641,CHEMBL228,6.72,6.72,6.72,Small molecule,4.0,true,CHEMBL932889,B,Homo sapiens,Serotonin transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P31645,Transporter,TRUE,TRUE,INHIBITOR,CHEMBL222,false,ENSG00000108576,false,true,true,true,false,1,25,,,,"impc, chembl",ENSG00000103546,"EFO_1001917, HP_0010865, EFO_0004895, EFO_0003758, MONDO_0007079, EFO_0003918, EFO_0003888, MONDO_0002491, EFO_0003768, EFO_0004701, EFO_0005611, EFO_1000645, HP_0100543, MONDO_0004992, EFO_0002610, EFO_0005252, MONDO_0005147, MONDO_0005180, EFO_0004701, EFO_0003888, MONDO_0004975, EFO_0003877, EFO_0003918, EFO_0007191, MONDO_0005090","CHEMBL2095201, CHEMBL2111346, CHEMBL2363064",P31645
CHEMBL579205,CHEMBL2487,9.13,9.13,9.13,Small molecule,4.0,true,CHEMBL1039059,B,Homo sapiens,Beta amyloid A4 protein,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P05067,None,TRUE,TRUE,"","",false,ENSG00000142192,false,true,true,true,false,,4,,,,"uniprot_literature, impc, eva, orphanet, ot_genetics_portal, chembl, uniprot_variants","","MONDO_0004975, MONDO_0004975, HP_0100543, EFO_0000318","",""
CHEMBL601719,CHEMBL5568,"9.15, 8.19",9.15,8.19,Small molecule,4.0,true,CHEMBL3399436,B,Homo sapiens,Proto-oncogene tyrosine-protein kinase ROS,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08922,Kinase,TRUE,TRUE,INHIBITOR,"CHEMBL2111387, CHEMBL4247, CHEMBL3717, CHEMBL3883330",false,ENSG00000047936,false,true,true,true,false,4,22,,,,"intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","ENSG00000171094, ENSG00000181163, ENSG00000105976, ENSG00000143924","EFO_1001951, EFO_1000026, EFO_0000707, MONDO_0008903, MONDO_0011962, EFO_0000571, EFO_0000228, EFO_0000222, EFO_0003060, MONDO_0007254, EFO_0001378, MONDO_0001056, MONDO_0015798, MONDO_0004992, EFO_0000519, EFO_0003086, MONDO_0007039, EFO_0003032, MONDO_0008315, EFO_0000616, EFO_0000640, EFO_0000403","CHEMBL4748222, CHEMBL4680046, CHEMBL4680045","P08922, P04233"
CHEMBL19612,CHEMBL261,5.85,5.85,5.85,Small molecule,3.0,false,CHEMBL1217094,B,Homo sapiens,Carbonic anhydrase I,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00915,Enzyme,TRUE,TRUE,"","",false,ENSG00000133742,false,true,false,true,false,,1,,,,chembl,"",EFO_0000537,CHEMBL2095180,P00918
